Date/Time,Electricity:Facility [J](Hourly) 
 02/24  11:00:00,4133912850.3954024 
 02/24  12:00:00,4314002659.699064 
 02/24  13:00:00,4197265030.805045 
 02/24  14:00:00,4456947356.321538 
 02/24  15:00:00,4566737615.383784 
 02/24  16:00:00,4819617958.635018 
 02/24  17:00:00,4870207716.370388 
 02/24  18:00:00,3828368304.1240973 
 02/24  19:00:00,3558836192.8277984 
 02/24  20:00:00,3359553507.7544065 
 02/24  21:00:00,3124095749.0847406 
 02/24  22:00:00,2988723729.027756 
 02/24  23:00:00,2357573752.9809437 
 02/24  24:00:00,2242308145.8718762 
 02/25  01:00:00,1987723480.2659273 
 02/25  02:00:00,1984375195.3576424 
 02/25  03:00:00,1980730335.4642081 
 02/25  04:00:00,1976905509.9777672 
 02/25  05:00:00,1973098172.3398151 
 02/25  06:00:00,2234346799.82382 
 02/25  07:00:00,2810042293.9174075 
 02/25  08:00:00,2678724174.537441 
 02/25  09:00:00,3087376560.078884 
 02/25  10:00:00,3057640115.7920914 
 02/25  11:00:00,2967042048.630151 
 02/25  12:00:00,3077638727.2685165 
 02/25  13:00:00,2778613234.0344677 
 02/25  14:00:00,2846026913.835052 
 02/25  15:00:00,2890835375.251657 
 02/25  16:00:00,2986806122.946881 
 02/25  17:00:00,3144878793.56419 
 02/25  18:00:00,2811496026.0015683 
 02/25  19:00:00,2722423886.7977533 
 02/25  20:00:00,2469469549.836929 
 02/25  21:00:00,2325707035.334639 
 02/25  22:00:00,2242809567.907428 
 02/25  23:00:00,2102499218.2858028 
 02/25  24:00:00,2035813942.7276392 
 02/26  01:00:00,1985631103.4858296 
 02/26  02:00:00,1983025597.4800515 
 02/26  03:00:00,1980728961.8826227 
 02/26  04:00:00,1980470760.8106954 
 02/26  05:00:00,1980686819.9623501 
 02/26  06:00:00,2043675093.1358964 
 02/26  07:00:00,2365661033.1828847 
 02/26  08:00:00,2321718421.7812433 
 02/26  09:00:00,2403164843.356342 
 02/26  10:00:00,2492671309.4027476 
 02/26  11:00:00,2358339415.7070537 
 02/26  12:00:00,2436526700.105545 
 02/26  13:00:00,2426299826.1834927 
 02/26  14:00:00,2473394556.2728066 
 02/26  15:00:00,2467521439.101622 
 02/26  16:00:00,2510245747.326647 
 02/26  17:00:00,2631754391.173634 
 02/26  18:00:00,2758431336.1973853 
 02/26  19:00:00,2720368072.9191213 
 02/26  20:00:00,2613569297.804844 
 02/26  21:00:00,2546360558.280995 
 02/26  22:00:00,2431484412.9586563 
 02/26  23:00:00,2243931638.6542625 
 02/26  24:00:00,2118861084.162632 
 02/27  01:00:00,2171212016.300359 
 02/27  02:00:00,2142507769.560249 
 02/27  03:00:00,2101712100.0164342 
 02/27  04:00:00,2099607226.5900238 
 02/27  05:00:00,2097458144.7547395 
 02/27  06:00:00,2350404145.815373 
 02/27  07:00:00,2941001473.3120914 
 02/27  08:00:00,3067981292.8030057 
 02/27  09:00:00,4355995882.882364 
 02/27  10:00:00,4394989384.006119 
 02/27  11:00:00,4534378894.943483 
 02/27  12:00:00,4709207131.394112 
 02/27  13:00:00,4416627045.605612 
 02/27  14:00:00,4565001561.687568 
 02/27  15:00:00,4698861155.841583 
 02/27  16:00:00,4842226506.840799 
 02/27  17:00:00,4938734442.717515 
 02/27  18:00:00,3835487925.07565 
 02/27  19:00:00,3467615675.551523 
 02/27  20:00:00,3274410215.9573464 
 02/27  21:00:00,3098318565.9472466 
 02/27  22:00:00,2965664404.4157305 
 02/27  23:00:00,2360758001.2691255 
 02/27  24:00:00,2244603836.644499 
 02/28  01:00:00,2078149313.292671 
 02/28  02:00:00,2073110478.5971613 
 02/28  03:00:00,2071585369.1453867 
 02/28  04:00:00,2069134688.915856 
 02/28  05:00:00,2067447204.9387963 
 02/28  06:00:00,2338490362.242047 
 02/28  07:00:00,2909281749.009775 
 02/28  08:00:00,3040032103.3988276 
 02/28  09:00:00,4343942001.982632 
 02/28  10:00:00,4321832720.9453335 
 02/28  11:00:00,4290336145.4992347 
 02/28  12:00:00,4608226318.917276 
 02/28  13:00:00,4387132399.309968 
 02/28  14:00:00,4621673101.883646 
 02/28  15:00:00,4723755849.981284 
 02/28  16:00:00,4843484884.259877 
 02/28  17:00:00,4855687950.769149 
 02/28  18:00:00,3862750153.2304955 
 02/28  19:00:00,3446706507.688234 
 02/28  20:00:00,3242004581.455271 
 02/28  21:00:00,3090746447.804807 
 02/28  22:00:00,2967784632.4024 
 02/28  23:00:00,2363017035.570418 
 02/28  24:00:00,2247335607.069599 
 03/01  01:00:00,2624506943.0675673 
 03/01  02:00:00,2618979928.0579934 
 03/01  03:00:00,2614568651.651864 
 03/01  04:00:00,2611354929.8193727 
 03/01  05:00:00,2610594982.8566446 
 03/01  06:00:00,2853177759.8232355 
 03/01  07:00:00,3379620808.811183 
 03/01  08:00:00,3476570471.2265897 
 03/01  09:00:00,4795717214.202718 
 03/01  10:00:00,4830218951.80184 
 03/01  11:00:00,4729581618.124402 
 03/01  12:00:00,4849553010.437829 
 03/01  13:00:00,4672017022.228422 
 03/01  14:00:00,4907284432.367655 
 03/01  15:00:00,4934277151.728765 
 03/01  16:00:00,5006006619.047602 
 03/01  17:00:00,5230603814.838696 
 03/01  18:00:00,4253212767.767392 
 03/01  19:00:00,3936615180.311313 
 03/01  20:00:00,3769516551.3131857 
 03/01  21:00:00,3618362260.7569695 
 03/01  22:00:00,3504194670.0750246 
 03/01  23:00:00,2919955479.101192 
 03/01  24:00:00,2800138976.530596 
 03/02  01:00:00,2631187420.1822853 
 03/02  02:00:00,2628134024.9195194 
 03/02  03:00:00,2628090571.6410675 
 03/02  04:00:00,2625398048.0458255 
 03/02  05:00:00,2621325721.417997 
 03/02  06:00:00,2891545853.6407976 
 03/02  07:00:00,3439738291.570015 
 03/02  08:00:00,3531623310.2264967 
 03/02  09:00:00,4826801677.341461 
 03/02  10:00:00,4820978378.380433 
 03/02  11:00:00,4782259175.197539 
 03/02  12:00:00,4893879529.128171 
 03/02  13:00:00,4701679902.922408 
 03/02  14:00:00,5081299073.766912 
 03/02  15:00:00,5072492148.262309 
 03/02  16:00:00,5314733724.390099 
 03/02  17:00:00,5463125083.356313 
 03/02  18:00:00,4306158969.522058 
 03/02  19:00:00,3965870028.8681474 
 03/02  20:00:00,3812424795.158805 
 03/02  21:00:00,3743657609.1804886 
 03/02  22:00:00,3560110660.1167154 
 03/02  23:00:00,2956734664.8279033 
 03/02  24:00:00,2879607553.4249215 
 03/03  01:00:00,2692242883.844414 
 03/03  02:00:00,2651384553.7761145 
 03/03  03:00:00,2632583402.5922933 
 03/03  04:00:00,2631068014.994093 
 03/03  05:00:00,2625297001.2802973 
 03/03  06:00:00,2893810145.8385305 
 03/03  07:00:00,3448766261.214509 
 03/03  08:00:00,3597058375.1730266 
 03/03  09:00:00,4919645370.957662 
 03/03  10:00:00,5005807302.517725 
 03/03  11:00:00,5021212966.416466 
 03/03  12:00:00,5112662846.459721 
 03/03  13:00:00,4913829010.774165 
 03/03  14:00:00,5163932137.338329 
 03/03  15:00:00,5386397360.64841 
 03/03  16:00:00,5549106369.116274 
 03/03  17:00:00,5742636246.636613 
 03/03  18:00:00,4550766412.501176 
 03/03  19:00:00,4162353771.8725424 
 03/03  20:00:00,3987174263.981644 
 03/03  21:00:00,3835588727.182473 
 03/03  22:00:00,3661978202.0046635 
 03/03  23:00:00,2988817617.2951183 
 03/03  24:00:00,2898863409.3993387 
 03/04  01:00:00,2622329150.3398504 
 03/04  02:00:00,2614950587.547075 
 03/04  03:00:00,2601160971.608343 
 03/04  04:00:00,2580881733.7335134 
 03/04  05:00:00,2597905438.3713293 
 03/04  06:00:00,2852932138.3340673 
 03/04  07:00:00,3520661616.778245 
 03/04  08:00:00,3453229965.281638 
 03/04  09:00:00,3809431479.566812 
 03/04  10:00:00,3749079564.97093 
 03/04  11:00:00,3634773390.848737 
 03/04  12:00:00,3703416474.3578587 
 03/04  13:00:00,3404916358.4971833 
 03/04  14:00:00,3469859001.2917047 
 03/04  15:00:00,3519427370.1336083 
 03/04  16:00:00,3565164102.294032 
 03/04  17:00:00,3707367568.692087 
 03/04  18:00:00,3405657077.396102 
 03/04  19:00:00,3376624776.685132 
 03/04  20:00:00,3125129923.4308825 
 03/04  21:00:00,3090263272.812086 
 03/04  22:00:00,2838231651.099407 
 03/04  23:00:00,2762510148.453866 
 03/04  24:00:00,2670662052.0017524 
 03/05  01:00:00,2636426140.854079 
 03/05  02:00:00,2625566512.268036 
 03/05  03:00:00,2595497780.8073726 
 03/05  04:00:00,2599635585.579318 
 03/05  05:00:00,2595378480.1494985 
 03/05  06:00:00,2604486152.728772 
 03/05  07:00:00,2903814371.646903 
 03/05  08:00:00,2992140594.3618298 
 03/05  09:00:00,3134224271.7683864 
 03/05  10:00:00,3073013115.6854467 
 03/05  11:00:00,2924133692.0865393 
 03/05  12:00:00,2962799605.158891 
 03/05  13:00:00,2958830007.08961 
 03/05  14:00:00,3015603977.297175 
 03/05  15:00:00,3000851436.1645203 
 03/05  16:00:00,3038922279.819394 
 03/05  17:00:00,3157542317.93979 
 03/05  18:00:00,3297225953.332159 
 03/05  19:00:00,3269642587.229656 
 03/05  20:00:00,3169803351.583856 
 03/05  21:00:00,3120148114.5367827 
 03/05  22:00:00,2854227135.03545 
 03/05  23:00:00,2741007917.760316 
 03/05  24:00:00,2684026341.3159404 
 03/06  01:00:00,2697574867.9343143 
 03/06  02:00:00,2714066216.5129094 
 03/06  03:00:00,2677741941.926071 
 03/06  04:00:00,2684224059.7042227 
 03/06  05:00:00,2709143186.434809 
 03/06  06:00:00,2938611852.833641 
 03/06  07:00:00,3467224250.1637077 
 03/06  08:00:00,3579913938.750309 
 03/06  09:00:00,4911283089.788597 
 03/06  10:00:00,4929812236.780962 
 03/06  11:00:00,4880839097.018284 
 03/06  12:00:00,5096495279.516964 
 03/06  13:00:00,4889117436.750593 
 03/06  14:00:00,5169503784.0072365 
 03/06  15:00:00,5286355586.662778 
 03/06  16:00:00,5250570116.660681 
 03/06  17:00:00,5571812066.280606 
 03/06  18:00:00,4408619191.802914 
 03/06  19:00:00,4020104025.818532 
 03/06  20:00:00,3853673778.1168566 
 03/06  21:00:00,3696220972.6025224 
 03/06  22:00:00,3559898755.0444136 
 03/06  23:00:00,2967457380.3289084 
 03/06  24:00:00,2874894208.0036616 
 03/07  01:00:00,2685003400.6589165 
 03/07  02:00:00,2656074892.5282416 
 03/07  03:00:00,2672429351.5191154 
 03/07  04:00:00,2636154688.9285326 
 03/07  05:00:00,2632977690.9416437 
 03/07  06:00:00,2931821959.1843376 
 03/07  07:00:00,3495176777.68065 
 03/07  08:00:00,3643020230.4493923 
 03/07  09:00:00,4997102607.164665 
 03/07  10:00:00,5025255217.779714 
 03/07  11:00:00,5015194696.261437 
 03/07  12:00:00,5151102483.786205 
 03/07  13:00:00,4897262396.91972 
 03/07  14:00:00,5172682633.235179 
 03/07  15:00:00,5175832991.337487 
 03/07  16:00:00,5339247869.081129 
 03/07  17:00:00,5501577523.387397 
 03/07  18:00:00,4391771010.100435 
 03/07  19:00:00,3973395091.368336 
 03/07  20:00:00,3814109800.2891674 
 03/07  21:00:00,3662529709.9013443 
 03/07  22:00:00,3543110198.9495435 
 03/07  23:00:00,2949409452.641142 
 03/07  24:00:00,2873748902.942864 
 03/08  01:00:00,2658974073.517555 
 03/08  02:00:00,2690398976.3012404 
 03/08  03:00:00,2637297105.6069646 
 03/08  04:00:00,2634333238.3906302 
 03/08  05:00:00,2629747293.1277914 
 03/08  06:00:00,2900994655.8647556 
 03/08  07:00:00,3469177997.246216 
 03/08  08:00:00,3618219597.297419 
 03/08  09:00:00,4908552101.244965 
 03/08  10:00:00,4889786040.648352 
 03/08  11:00:00,4809182430.674631 
 03/08  12:00:00,4909738336.904838 
 03/08  13:00:00,4723888161.616211 
 03/08  14:00:00,5075170195.746058 
 03/08  15:00:00,5070736568.468532 
 03/08  16:00:00,5319918403.0260315 
 03/08  17:00:00,5315497435.73526 
 03/08  18:00:00,4264395985.9748387 
 03/08  19:00:00,3924131044.765047 
 03/08  20:00:00,3778035988.2808046 
 03/08  21:00:00,3643425543.239876 
 03/08  22:00:00,3542409748.4877977 
 03/08  23:00:00,2958782704.6844788 
 03/08  24:00:00,2862091486.7485666 
 03/09  01:00:00,2674102874.905556 
 03/09  02:00:00,2637871294.430284 
 03/09  03:00:00,2635730274.03968 
 03/09  04:00:00,2631580661.17913 
 03/09  05:00:00,2629550326.009047 
 03/09  06:00:00,2899188120.2944455 
 03/09  07:00:00,3429506654.603521 
 03/09  08:00:00,3570628861.696752 
 03/09  09:00:00,4876885356.253172 
 03/09  10:00:00,4899870313.38924 
 03/09  11:00:00,4852512563.167972 
 03/09  12:00:00,5036736733.200834 
 03/09  13:00:00,4847549889.332998 
 03/09  14:00:00,5109279217.427209 
 03/09  15:00:00,5068440112.470195 
 03/09  16:00:00,5282494318.110054 
 03/09  17:00:00,5549099772.539761 
 03/09  18:00:00,4409017122.788562 
 03/09  19:00:00,3980256212.0248604 
 03/09  20:00:00,3819258037.533304 
 03/09  21:00:00,3672056375.200302 
 03/09  22:00:00,3549745090.5328045 
 03/09  23:00:00,2954206416.769293 
 03/09  24:00:00,2867832888.593361 
 03/10  01:00:00,2655873760.648491 
 03/10  02:00:00,2632731413.533386 
 03/10  03:00:00,2630541303.6307254 
 03/10  04:00:00,2627754353.257717 
 03/10  05:00:00,2623232922.205101 
 03/10  06:00:00,2880138363.6836786 
 03/10  07:00:00,3434369775.4689217 
 03/10  08:00:00,3583885369.4009027 
 03/10  09:00:00,4893876089.142495 
 03/10  10:00:00,4901794046.081213 
 03/10  11:00:00,4816715631.254672 
 03/10  12:00:00,4920396729.975525 
 03/10  13:00:00,4735589304.589021 
 03/10  14:00:00,5100426600.005496 
 03/10  15:00:00,5113363132.227004 
 03/10  16:00:00,5360297689.183271 
 03/10  17:00:00,5502687459.449225 
 03/10  18:00:00,4301633703.839062 
 03/10  19:00:00,3935391022.218522 
 03/10  20:00:00,3797183671.8053417 
 03/10  21:00:00,3652457291.7026896 
 03/10  22:00:00,3543799184.785123 
 03/10  23:00:00,2958514424.9753876 
 03/10  24:00:00,2872130420.170945 
 03/11  01:00:00,2570978610.5027833 
 03/11  02:00:00,2547841672.996085 
 03/11  03:00:00,2543644374.4966984 
 03/11  04:00:00,2541109068.351958 
 03/11  05:00:00,2534115318.700894 
 03/11  06:00:00,2781007928.0134087 
 03/11  07:00:00,3369202063.702992 
 03/11  08:00:00,3317709279.27087 
 03/11  09:00:00,3708157612.924325 
 03/11  10:00:00,3646398725.5100365 
 03/11  11:00:00,3550555262.512681 
 03/11  12:00:00,3614450021.1023455 
 03/11  13:00:00,3271964939.9628325 
 03/11  14:00:00,3335042075.507634 
 03/11  15:00:00,3357198743.065281 
 03/11  16:00:00,3383567455.3463607 
 03/11  17:00:00,3536244995.6076827 
 03/11  18:00:00,3342468859.9703956 
 03/11  19:00:00,3225011793.643051 
 03/11  20:00:00,2919999970.8467455 
 03/11  21:00:00,2926087658.9208255 
 03/11  22:00:00,2819210060.1130333 
 03/11  23:00:00,2717662157.7562313 
 03/11  24:00:00,2591781007.253621 
 03/12  01:00:00,2539839682.421812 
 03/12  02:00:00,2537005625.3869257 
 03/12  03:00:00,2534299156.6193175 
 03/12  04:00:00,2535336551.079037 
 03/12  05:00:00,2596127055.9802885 
 03/12  06:00:00,2939731107.1157813 
 03/12  07:00:00,2944946856.5653214 
 03/12  08:00:00,2875941503.507064 
 03/12  09:00:00,2910001353.6233306 
 03/12  10:00:00,2871473024.2149625 
 03/12  11:00:00,2889731087.552951 
 03/12  12:00:00,2940880087.1641393 
 03/12  13:00:00,2935821083.708064 
 03/12  14:00:00,2989254191.6967845 
 03/12  15:00:00,2983458492.047326 
 03/12  16:00:00,3181549980.2100105 
 03/12  17:00:00,3280053806.2000127 
 03/12  18:00:00,3204866446.8997717 
 03/12  19:00:00,3137798935.883131 
 03/12  20:00:00,3101061233.5492563 
 03/12  21:00:00,2941724250.6101046 
 03/12  22:00:00,2750835819.9954457 
 03/12  23:00:00,2697330852.8686347 
 03/12  24:00:00,2718301721.50861 
 03/13  01:00:00,2722554163.1087008 
 03/13  02:00:00,2674600630.0136538 
 03/13  03:00:00,2666712288.778727 
 03/13  04:00:00,2623862736.31048 
 03/13  05:00:00,2896942409.9470115 
 03/13  06:00:00,3502483802.5409675 
 03/13  07:00:00,3676172594.1298637 
 03/13  08:00:00,4842254351.372724 
 03/13  09:00:00,4827403878.101824 
 03/13  10:00:00,4773237107.643047 
 03/13  11:00:00,4949508145.884456 
 03/13  12:00:00,4831294038.819979 
 03/13  13:00:00,5158293223.936607 
 03/13  14:00:00,5269063638.513894 
 03/13  15:00:00,5185088179.527858 
 03/13  16:00:00,5613073759.746801 
 03/13  17:00:00,4565114879.703141 
 03/13  18:00:00,4037181805.8807845 
 03/13  19:00:00,3878177955.3542814 
 03/13  20:00:00,3723978591.735814 
 03/13  21:00:00,3594272782.55206 
 03/13  22:00:00,2987194670.7808237 
 03/13  23:00:00,2896422719.9688406 
 03/13  24:00:00,2711979497.894736 
 03/14  01:00:00,2701836551.9019413 
 03/14  02:00:00,2687066420.028426 
 03/14  03:00:00,2668527259.1332946 
 03/14  04:00:00,2630849729.546473 
 03/14  05:00:00,2917304025.9977293 
 03/14  06:00:00,3536827838.2001624 
 03/14  07:00:00,3698651853.421374 
 03/14  08:00:00,4875017832.820894 
 03/14  09:00:00,4921979355.1593895 
 03/14  10:00:00,4923380032.997124 
 03/14  11:00:00,5112436060.585054 
 03/14  12:00:00,4869637208.935698 
 03/14  13:00:00,5169416716.759028 
 03/14  14:00:00,5126767927.278047 
 03/14  15:00:00,5259230461.024351 
 03/14  16:00:00,5577705340.377337 
 03/14  17:00:00,4629862570.866991 
 03/14  18:00:00,4146219358.6752057 
 03/14  19:00:00,4020131690.316886 
 03/14  20:00:00,3855671047.7202573 
 03/14  21:00:00,3663894114.836673 
 03/14  22:00:00,3001905700.8404107 
 03/14  23:00:00,2908593206.702278 
 03/14  24:00:00,2716103523.1205482 
 03/15  01:00:00,2731031082.315598 
 03/15  02:00:00,2717310172.5532446 
 03/15  03:00:00,2693749051.115157 
 03/15  04:00:00,2691215622.9470243 
 03/15  05:00:00,2975791677.3705435 
 03/15  06:00:00,3565920933.141898 
 03/15  07:00:00,3715389344.7147207 
 03/15  08:00:00,4947614200.74625 
 03/15  09:00:00,5046158314.800575 
 03/15  10:00:00,5067272052.895889 
 03/15  11:00:00,5195007405.502046 
 03/15  12:00:00,4975062521.301205 
 03/15  13:00:00,5310744538.445241 
 03/15  14:00:00,5157461617.728298 
 03/15  15:00:00,5308175453.75413 
 03/15  16:00:00,5645681615.600894 
 03/15  17:00:00,4631664090.849948 
 03/15  18:00:00,4088075507.844587 
 03/15  19:00:00,3927021808.3260427 
 03/15  20:00:00,3757590165.220539 
 03/15  21:00:00,3628595822.410563 
 03/15  22:00:00,3005816800.926862 
 03/15  23:00:00,2908504228.017581 
 03/15  24:00:00,2714192763.1062713 
 03/16  01:00:00,2706932164.080369 
 03/16  02:00:00,2707821256.534734 
 03/16  03:00:00,2696417970.850242 
 03/16  04:00:00,2666609012.794077 
 03/16  05:00:00,2949334682.2018023 
 03/16  06:00:00,3560923463.826305 
 03/16  07:00:00,3713530668.350646 
 03/16  08:00:00,4906565003.811054 
 03/16  09:00:00,4921190152.103589 
 03/16  10:00:00,4876593216.872188 
 03/16  11:00:00,5143295154.018599 
 03/16  12:00:00,4976388184.106632 
 03/16  13:00:00,5256963908.497637 
 03/16  14:00:00,5113647280.8846 
 03/16  15:00:00,5191144022.118192 
 03/16  16:00:00,5603579191.854273 
 03/16  17:00:00,4534785431.264593 
 03/16  18:00:00,4029531370.5361767 
 03/16  19:00:00,3893159786.8918514 
 03/16  20:00:00,3787630709.769911 
 03/16  21:00:00,3652161832.2004 
 03/16  22:00:00,2994149609.1629357 
 03/16  23:00:00,2880697246.525977 
 03/16  24:00:00,2728654773.590617 
 03/17  01:00:00,2701167727.756875 
 03/17  02:00:00,2715685531.0755963 
 03/17  03:00:00,2700563177.4812374 
 03/17  04:00:00,2652457586.0447907 
 03/17  05:00:00,2960526880.864364 
 03/17  06:00:00,3569169483.0045886 
 03/17  07:00:00,3715192563.546187 
 03/17  08:00:00,4922985883.615151 
 03/17  09:00:00,4938421840.8804245 
 03/17  10:00:00,5034757840.459226 
 03/17  11:00:00,5162913681.702339 
 03/17  12:00:00,4894933513.272053 
 03/17  13:00:00,5175980021.868467 
 03/17  14:00:00,5122430276.322703 
 03/17  15:00:00,5430591841.543019 
 03/17  16:00:00,5694290459.096246 
 03/17  17:00:00,4602826621.743502 
 03/17  18:00:00,4040549150.129302 
 03/17  19:00:00,4043931988.627163 
 03/17  20:00:00,3811307165.4333787 
 03/17  21:00:00,3652911828.738256 
 03/17  22:00:00,3008708073.019517 
 03/17  23:00:00,2893023291.221474 
 03/17  24:00:00,2640141362.598351 
 03/18  01:00:00,2608828080.1768236 
 03/18  02:00:00,2612116345.0430098 
 03/18  03:00:00,2606972231.679643 
 03/18  04:00:00,2561703376.378065 
 03/18  05:00:00,2838099889.912513 
 03/18  06:00:00,3560728739.52682 
 03/18  07:00:00,3514721237.7604475 
 03/18  08:00:00,3752021495.6067095 
 03/18  09:00:00,3686395481.552595 
 03/18  10:00:00,3596173054.167635 
 03/18  11:00:00,3689510644.6069417 
 03/18  12:00:00,3362513188.955498 
 03/18  13:00:00,3475576640.1557894 
 03/18  14:00:00,3541245973.692521 
 03/18  15:00:00,3668515981.377875 
 03/18  16:00:00,3885595571.6511784 
 03/18  17:00:00,3505444550.059376 
 03/18  18:00:00,3397497722.096502 
 03/18  19:00:00,3170010873.0456924 
 03/18  20:00:00,3238369737.9741054 
 03/18  21:00:00,3099749113.375793 
 03/18  22:00:00,2963385892.4711885 
 03/18  23:00:00,2853439113.914313 
 03/18  24:00:00,2654443417.8972936 
 03/19  01:00:00,2632016330.4349837 
 03/19  02:00:00,2650537466.9288273 
 03/19  03:00:00,2620910870.1242633 
 03/19  04:00:00,2616942680.603752 
 03/19  05:00:00,2685547898.423266 
 03/19  06:00:00,3030966953.153448 
 03/19  07:00:00,3019626424.2721596 
 03/19  08:00:00,3078630565.642994 
 03/19  09:00:00,3062705904.926099 
 03/19  10:00:00,2953847066.664191 
 03/19  11:00:00,2961665562.741465 
 03/19  12:00:00,3043527845.583418 
 03/19  13:00:00,3052200403.602963 
 03/19  14:00:00,3111004851.918452 
 03/19  15:00:00,3105835068.464761 
 03/19  16:00:00,3314190480.799455 
 03/19  17:00:00,3375966578.839442 
 03/19  18:00:00,3287966207.2134395 
 03/19  19:00:00,3201846467.6429844 
 03/19  20:00:00,3275179840.687757 
 03/19  21:00:00,3224541669.7701216 
 03/19  22:00:00,3114855407.9954205 
 03/19  23:00:00,3038675563.9813037 
 03/19  24:00:00,2907662119.7753515 
 03/20  01:00:00,2798300933.9633555 
 03/20  02:00:00,2744858773.624063 
 03/20  03:00:00,2756163918.437153 
 03/20  04:00:00,2747376738.555297 
 03/20  05:00:00,3079518203.852537 
 03/20  06:00:00,3629262791.6965427 
 03/20  07:00:00,3754219416.291643 
 03/20  08:00:00,5018640544.900745 
 03/20  09:00:00,5015432636.770627 
 03/20  10:00:00,5021775744.204428 
 03/20  11:00:00,5038129942.997236 
 03/20  12:00:00,4688529747.041346 
 03/20  13:00:00,5094850159.736774 
 03/20  14:00:00,5146014478.097976 
 03/20  15:00:00,5196539548.856755 
 03/20  16:00:00,5333291409.707727 
 03/20  17:00:00,4292153731.3246555 
 03/20  18:00:00,3866606967.2456927 
 03/20  19:00:00,3782696030.150061 
 03/20  20:00:00,3635445165.049177 
 03/20  21:00:00,3511067033.380282 
 03/20  22:00:00,2926196368.2009563 
 03/20  23:00:00,2809543946.57356 
 03/20  24:00:00,2643609796.9026213 
 03/21  01:00:00,2642665029.175997 
 03/21  02:00:00,2637664150.507602 
 03/21  03:00:00,2632337166.485807 
 03/21  04:00:00,2634433257.3061075 
 03/21  05:00:00,2939594283.5575733 
 03/21  06:00:00,3520859309.8384566 
 03/21  07:00:00,3677240122.4628305 
 03/21  08:00:00,4822455874.959206 
 03/21  09:00:00,4783215320.612419 
 03/21  10:00:00,4678304450.7432 
 03/21  11:00:00,4776909438.170071 
 03/21  12:00:00,4641436533.898155 
 03/21  13:00:00,5028240154.622138 
 03/21  14:00:00,5125830405.279316 
 03/21  15:00:00,5236836117.980092 
 03/21  16:00:00,5418336778.978249 
 03/21  17:00:00,4381153837.831714 
 03/21  18:00:00,3955601587.9465814 
 03/21  19:00:00,3887975751.67284 
 03/21  20:00:00,3739225793.899917 
 03/21  21:00:00,3689257185.2050266 
 03/21  22:00:00,2995061329.107753 
 03/21  23:00:00,2884621462.6372495 
 03/21  24:00:00,2722884016.1128974 
 03/22  01:00:00,2714957384.9467006 
 03/22  02:00:00,2685230094.1800323 
 03/22  03:00:00,2673670870.960945 
 03/22  04:00:00,2654081400.3244653 
 03/22  05:00:00,2947979553.649904 
 03/22  06:00:00,3561620497.5498285 
 03/22  07:00:00,3687511903.6845512 
 03/22  08:00:00,4901224187.884002 
 03/22  09:00:00,4877281772.119115 
 03/22  10:00:00,4823960674.172893 
 03/22  11:00:00,5130165326.935856 
 03/22  12:00:00,4930073446.754716 
 03/22  13:00:00,5122514661.910632 
 03/22  14:00:00,5135340262.948793 
 03/22  15:00:00,5247743626.56649 
 03/22  16:00:00,5458872444.984592 
 03/22  17:00:00,4619803396.28448 
 03/22  18:00:00,4067608527.9996095 
 03/22  19:00:00,3921517159.3404713 
 03/22  20:00:00,3782705320.364435 
 03/22  21:00:00,3610361326.077551 
 03/22  22:00:00,2984416027.846918 
 03/22  23:00:00,2895392459.1781216 
 03/22  24:00:00,2712484240.853493 
 03/23  01:00:00,2710490741.1874113 
 03/23  02:00:00,2724320379.880603 
 03/23  03:00:00,2692632589.193639 
 03/23  04:00:00,2634468674.063077 
 03/23  05:00:00,2940034213.1091747 
 03/23  06:00:00,3572497630.627442 
 03/23  07:00:00,3712428856.9329696 
 03/23  08:00:00,4950654172.71412 
 03/23  09:00:00,4937909468.997457 
 03/23  10:00:00,4974491475.237466 
 03/23  11:00:00,5187447024.610163 
 03/23  12:00:00,5017472380.531739 
 03/23  13:00:00,5160949207.085922 
 03/23  14:00:00,5123514869.8573 
 03/23  15:00:00,5337083778.902339 
 03/23  16:00:00,5679453800.580863 
 03/23  17:00:00,4640315872.075264 
 03/23  18:00:00,4144346138.4157953 
 03/23  19:00:00,3972609322.038909 
 03/23  20:00:00,3827274553.2248373 
 03/23  21:00:00,3663329620.6835093 
 03/23  22:00:00,3000662573.9404163 
 03/23  23:00:00,2917904992.4799047 
 03/23  24:00:00,2731124046.1016707 
 03/24  01:00:00,2735026089.0793266 
 03/24  02:00:00,2718420215.000829 
 03/24  03:00:00,2707146219.7309937 
 03/24  04:00:00,2726962637.1324463 
 03/24  05:00:00,3007081172.000513 
 03/24  06:00:00,3611670368.3200893 
 03/24  07:00:00,3751370611.3846755 
 03/24  08:00:00,5034825779.661367 
 03/24  09:00:00,5047528623.139379 
 03/24  10:00:00,5155937425.276224 
 03/24  11:00:00,5316096127.084774 
 03/24  12:00:00,5070285265.353715 
 03/24  13:00:00,5347815892.904381 
 03/24  14:00:00,5466933906.939583 
 03/24  15:00:00,5532193036.435812 
 03/24  16:00:00,5788060025.368513 
 03/24  17:00:00,4674711265.139737 
 03/24  18:00:00,4148468976.4873333 
 03/24  19:00:00,3947453095.5053406 
 03/24  20:00:00,3823156096.358263 
 03/24  21:00:00,3674450494.7864637 
 03/24  22:00:00,3018404297.7425904 
 03/24  23:00:00,3115627574.4828796 
