Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Total Sky Cover [](Hourly),Environment:Site Opaque Sky Cover [](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),ZN001:WALL001:Surface Inside Face Temperature [C](Daily),ZN001:WALL001:Surface Outside Face Temperature [C](Daily),ZN001:WALL001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Inside Face Temperature [C](Daily),ZN001:WALL002:Surface Outside Face Temperature [C](Daily),ZN001:WALL002:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL002:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Inside Face Temperature [C](Daily),ZN001:WALL003:Surface Outside Face Temperature [C](Daily),ZN001:WALL003:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL003:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Inside Face Temperature [C](Daily),ZN001:WALL004:Surface Outside Face Temperature [C](Daily),ZN001:WALL004:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:WALL004:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:FLR001:Surface Inside Face Temperature [C](Daily),ZN001:FLR001:Surface Outside Face Temperature [C](Daily),ZN001:FLR001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Inside Face Temperature [C](Daily),ZN001:ROOF001:Surface Outside Face Temperature [C](Daily),ZN001:ROOF001:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZN001:ROOF001:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Wetbulb Globe Temperature [C](Hourly),ZONE ONE:Zone Operative Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly) 
 01/27  01:00:00,-3.2,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6261903288440105,-0.9196551254052538,3.5632796918407874,-63.847945273954664,-58.82451993418446,3.5003690548375657 
 01/27  02:00:00,-3.3125,1.625,1.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.426269954492374,-1.0573238845915984,3.37026663557796,-51.778955880521984,-55.5270906545456,3.3142633166635456 
 01/27  03:00:00,-2.325,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3103470581517884,-1.131956067194405,3.272854431416918,-17.99683411938637,-22.67643659407747,3.2353618046820483 
 01/27  04:00:00,-1.6125,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2447117025851,-1.1779295935146221,3.202170659331936,-30.35229233925566,-26.537918773411285,3.159629616078771 
 01/27  05:00:00,-0.625,2.625,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1651475661698614,-1.221961308069559,3.136328622365437,-11.556349240140838,-16.033932279999103,3.107509678561012 
 01/27  06:00:00,0.08750000000000001,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.133844535367467,-1.242309373551521,3.1060567650821795,-12.973069410134471,-11.286725353311494,3.0782689947968924 
 01/27  07:00:00,1.0750000000000002,6.125,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.112920991122519,-1.256487405743239,3.100603060834963,5.426111922253316,1.5459008101938116,3.088285130547406 
 01/27  08:00:00,1.7875,9.25,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1939102448408274,-1.185915447927758,3.239549240269199,59.204197140836385,48.214670978645486,3.285188235697571 
 01/27  09:00:00,2.7749999999999995,10.0,6.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5868863614170783,-0.8926584572011209,3.7144087243695374,187.78393825372083,170.2091169984294,3.8419310873219965 
 01/27  10:00:00,3.8625,10.0,6.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3378423942367155,-0.3942314991867081,4.42780380860262,231.84044588945386,241.80972008614796,4.517765222968525 
 01/27  11:00:00,4.7,10.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.794899831294809,-0.11754302498777436,4.792538344015599,79.80150388989355,84.15852905348714,4.790176856736389 
 01/27  12:00:00,5.1875,10.0,5.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.268310125414463,0.20404157687255087,5.305125674036354,165.48741998429122,175.0474383930054,5.341941222658245 
 01/27  13:00:00,4.9875,10.0,5.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.395463731258151,0.2594639474342262,5.341931142900982,-36.47308319170965,-33.83086811287835,5.2883985545438135 
 01/27  14:00:00,4.7375,10.0,4.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.511144998544527,0.3522404455563504,5.521976931331146,82.80618307394171,80.68069832543982,5.532808864117764 
 01/27  15:00:00,4.325,9.375,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.596625420800587,0.381284502927908,5.51172095519105,-35.411609352697596,-21.154173560076828,5.426816489581513 
 01/27  16:00:00,3.725,8.375,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.399257113042654,0.24841039394607506,5.300546461451339,-82.90070768323594,-77.56451179247762,5.201835809860025 
 01/27  17:00:00,2.4375,8.625,4.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.020078183725185,0.00048563858562633566,4.903490403088574,-143.57021732283874,-138.39048357955625,4.786902622451962 
 01/27  18:00:00,0.7375,6.5,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.477341140674021,-0.35603754441885666,4.371106411033682,-169.9557653550112,-172.97558850385235,4.264871681393342 
 01/27  19:00:00,-0.5875,5.0,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.037504864821558,-0.642739073054305,3.954672509157188,-116.7889492280745,-118.23479068214397,3.871840153492818 
 01/27  20:00:00,-1.0625,5.0,3.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7643895620894616,-0.8144025598558682,3.7161868511943847,-42.12215524759851,-54.588952920512334,3.6679841402993083 
 01/27  21:00:00,-1.4125,4.375,3.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6659308092693066,-0.8761415188957237,3.6235753258662005,-28.908487403453968,-27.685833571970306,3.5812198424630943 
 01/27  22:00:00,-2.2875000000000005,2.75,2.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.500708536815547,-0.994415278857785,3.430415931110361,-82.32272728635154,-73.10357469618596,3.360123325405174 
 01/27  23:00:00,-4.512499999999999,1.375,1.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1752331948494477,-1.213873335172611,3.089242308029276,-113.00553015405879,-111.17413658845095,3.003251421209104 
 01/27  24:00:00,-5.6,0.375,0.375,0.0,1.000000,0.0,,,,4.095927178188299,6.063748619309684,1.1123871985246854,10.156604530858573,3.8624028890260504,2.4641064659726433,1.0234119705287499,9.253705856849551,3.738218813554217,0.5809104416473035,0.9302223574615947,9.587512535147292,3.8440408632504117,2.0992736616301455,0.9670260779749277,10.549062210363873,4.095845515455441,4.104398870333824,1.0150931963622305,3.9009682708978892,0.7374615647183894,0.8207667504171724,12.22840509023346,2.8450748213989066,-1.440070294516496,2.770381008361847,-83.5597562177432,-89.67056013156031,2.695687195324788 
 01/28  01:00:00,-5.9125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.572665903343808,-1.6362314273115726,2.489875322212715,-94.33466833709073,-90.30811511168386,2.407084741081621 
 01/28  02:00:00,-5.4125,0.625,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.344406763119174,-1.7880066492066147,2.2908428474217235,-34.26884011037618,-45.55536718962509,2.237278931724273 
 01/28  03:00:00,-5.6875,4.125,4.125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2151776490568493,-1.8817960449241165,2.1496460464101603,-59.93457841848722,-52.779362868599065,2.084114443763471 
 01/28  04:00:00,-5.7875,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0327814343029376,-2.003954699797358,1.977087284911669,-44.859845998830224,-49.13392977803107,1.9213931355204001 
 01/28  05:00:00,-5.6,7.875,7.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.902542799085654,-2.0864633086627986,1.8515226211053233,-38.06759736431309,-38.341128474363906,1.8005024431249925 
 01/28  06:00:00,-6.6,9.625,9.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7200803950220092,-2.221303926264935,1.6457370592824707,-84.82072497309935,-76.22612989415978,1.5713937235429323 
 01/28  07:00:00,-8.95,8.125,6.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3600939367210887,-2.480548882303479,1.2611844507143555,-134.5507516492458,-129.66220399570182,1.1622749647076223 
 01/28  08:00:00,-9.625,7.625,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1505527292214037,-2.5959712932767856,1.1595699104508652,59.83329102715779,21.314702012451246,1.1685870916803265 
 01/28  09:00:00,-9.4,6.75,2.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.599496329430345,-2.262590386361995,1.681515709441739,166.03141698824905,168.07642747810908,1.763535089453133 
 01/28  10:00:00,-7.025,5.375,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.045256152753172,-1.96663671151307,2.0948840442728978,119.65007992672176,119.64074314600903,2.1445119357926234 
 01/28  11:00:00,-4.1625,5.625,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.533996945618406,-1.630014750275516,2.5771692173793816,167.55757359217807,168.28353278002106,2.6203414891403565 
 01/28  12:00:00,-2.6125,7.25,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.967227074404202,-1.3508333033966422,2.964613756193841,106.75789606259312,111.18135314884839,2.9620004379834786 
 01/28  13:00:00,-2.5749999999999997,6.75,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3549394954612413,-1.0965050710312936,3.354622338768122,129.25532339222576,128.85309288154704,3.354305182075003 
 01/28  14:00:00,-2.1125,6.0,4.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5738038072068017,-0.9835829689823987,3.4781709658248046,-20.260590327180168,5.538517139279062,3.382538124442807 
 01/28  15:00:00,-1.7,7.875,5.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2580302077302163,-1.2106269448536078,3.123187970214754,-146.7868028443148,-140.71023349321487,2.988345732699292 
 01/28  16:00:00,-2.0125,9.625,8.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7618178939363167,-1.54112269305137,2.648273342965399,-145.3488835135838,-149.39924328821215,2.534728791994481 
 01/28  17:00:00,-2.5749999999999997,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.370454994489475,-1.786080847509783,2.301798886300334,-97.81315774788655,-102.54730057135065,2.2331427781111928 
 01/28  18:00:00,-3.8000000000000003,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0642983856580353,-1.999174782602903,1.9955686211156487,-92.26613752278652,-92.50854442447083,1.9268388565732626 
 01/28  19:00:00,-4.15,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8464106013067536,-2.146370990631162,1.8026501092982112,-41.89516424116786,-48.25760746344666,1.7588896172896689 
 01/28  20:00:00,-4.625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7061320341518735,-2.2456754196812607,1.6530948495414304,-54.75699718746315,-50.293171357299805,1.6000576649309872 
 01/28  21:00:00,-5.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5338651554784057,-2.3627240392145064,1.4864184436297567,-45.155707445283255,-48.33907558841169,1.4389717317811077 
 01/28  22:00:00,-5.6875,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3733612637713701,-2.4791230463728935,1.3165676613139938,-60.08890091142959,-56.42667027793163,1.2597740588566175 
 01/28  23:00:00,-8.1625,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0939563527706118,-2.6780478604841087,1.0059404652863921,-118.86803251877004,-109.83748030965666,0.9179245778021726 
 01/28  24:00:00,-8.4,10.0,10.0,0.0,2.000000,0.0,,,,2.072564373262779,2.925017661414685,1.1851841598414234,8.821648671411893,1.7625004397502437,-1.8243177749932877,1.0759350334538047,9.077287463415406,1.5439818566292913,-4.9161525442917045,1.0535153310004404,8.725078889000907,1.6313448718660999,-3.7074374751869517,1.0445602269766732,8.403937522313042,2.383613454327339,2.4055148247351665,1.093024078694411,1.9029785923385287,-3.5367328613599924,0.8636337289474355,10.598339619053785,0.7906796831095968,-2.8830400220181702,0.7374827287128572,-46.3237660722007,-61.992465280895935,0.6842857743161177 
 01/29  01:00:00,-9.549999999999999,6.25,6.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5537077280304997,-3.0695715729883903,0.45418651732053705,-132.44152491377162,-112.19019973170948,0.35466530661057455 
 01/29  02:00:00,-11.287499999999998,7.75,5.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14239646071035575,-3.353179718282163,0.06051508199108819,-94.5223583858199,-107.43080479543545,-0.021366296728179364 
 01/29  03:00:00,-14.1375,10.0,8.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21618253758234052,-3.6155267610313437,-0.32517691370226093,-144.79169097350615,-133.6241206099475,-0.43417128982218134 
 01/29  04:00:00,-14.5375,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6040021835922524,-3.8788889481407716,-0.6840945693955989,-75.58892265939824,-89.97560394159882,-0.7641869551989455 
 01/29  05:00:00,-13.525000000000002,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8056138636780447,-4.0153200591357665,-0.879548357780972,-60.543068128089104,-59.297308676558124,-0.9534828518838991 
 01/29  06:00:00,-12.9875,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0057158939095028,-4.157998122393086,-1.079371882318785,-64.86275639393259,-64.11361487805422,-1.153027870728067 
 01/29  07:00:00,-14.175,10.0,8.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3067490235058985,-4.385131947361641,-1.411034866766113,-131.94577429899,-120.84545554426941,-1.5153207100263277 
 01/29  08:00:00,-11.875,7.5,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4113676498726784,-4.410536730398537,-1.3468442299051318,164.31659986322944,99.9838459105495,-1.282320809937585 
 01/29  09:00:00,-9.3125,2.25,0.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5008064924106433,-3.74458935868847,-0.3749451843371893,305.9857010544833,316.2140677765128,-0.24908387626373532 
 01/29  10:00:00,-7.8375,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4052653581625454,-3.1322439695496334,0.44787049764441733,250.05031134173078,257.41798959061146,0.49047563712628933 
 01/29  11:00:00,-6.199999999999999,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0229955219164963,-2.721813093648018,0.9915390933655879,126.59889577575797,143.2343358056544,0.9600826648146792 
 01/29  12:00:00,-4.5375,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3615516970765746,-2.493852653766935,1.3218226028520337,100.47624254296025,98.23248604278845,1.2820935086274927 
 01/29  13:00:00,-3.2124999999999995,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6930508253674639,-2.2668809100895064,1.6592507523773574,115.76694439226783,110.1262964826197,1.625450679387251 
 01/29  14:00:00,-2.425,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0987937436403112,-1.9940442251400436,2.0552761311748426,115.14445459557949,121.04547872388198,2.011758518709374 
 01/29  15:00:00,-2.5749999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.354318261690182,-1.8373039750671218,2.246617698163917,30.60775411337082,44.72387301379622,2.1389171346376523 
 01/29  16:00:00,-2.425,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.245781302092063,-1.9214319850955128,2.089857580564014,-102.68695213680667,-84.67204885765435,1.9339338590359647 
 01/29  17:00:00,-3.2624999999999997,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6972439489148303,-2.3085925991562304,1.5189214130134527,-237.27284781141447,-219.17057323289833,1.3405988771120751 
 01/29  18:00:00,-5.9624999999999995,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6621716806319629,-3.0301814505994638,0.4778292759940381,-333.0647532546321,-370.44695087438913,0.2934868713561135 
 01/29  19:00:00,-8.95,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07698012048054391,-3.5242059962050005,-0.18775994418343267,-162.4962682393646,-166.39601702691454,-0.2985397678863214 
 01/29  20:00:00,-9.625,1.25,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.48912685221734287,-3.802943010048585,-0.5720777274358407,-87.40095986945101,-99.06399909095049,-0.6550286026543386 
 01/29  21:00:00,-10.15,6.375,3.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6875797903264496,-3.935518297520492,-0.751037796953159,-42.83480432942781,-46.174955390787076,-0.8144958035798682 
 01/29  22:00:00,-10.9125,9.0,6.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8552887981023664,-4.059431953333639,-0.9278295503694174,-67.35991800609095,-62.78291421794347,-1.0003703026364685 
 01/29  23:00:00,-11.1,9.625,7.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0694077801225625,-4.208527353610657,-1.1367544764586892,-60.04456324917692,-62.52711056034354,-1.2041011727948159 
 01/29  24:00:00,-11.1,6.875,5.5,0.0,3.000000,0.0,,,,0.3215838643690661,4.403994505376953,1.367000571689448,7.295110662289229,-0.24261274085889176,-4.277969637936624,1.2111858088220422,7.3084813095879655,-0.5606473438991655,-8.86137207828745,1.1545602827519283,7.106890655618959,-0.2603289716245745,-4.519746216720363,1.2128044273256455,7.129113419226818,0.37999152983435364,0.400673066949574,1.207836454719992,-0.0760658648692668,-6.208447395018903,0.9305407917144565,8.35386546608985,-1.3058048500989141,-4.380228353439992,-1.3909203960840097,-96.24895370860762,-88.87634988678406,-1.4760359420691054 
 01/30  01:00:00,-11.1,3.125,2.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6123134372816823,-4.59428776888381,-1.691576261244032,-83.03744582976238,-88.19414649518022,-1.7708390852063816 
 01/30  02:00:00,-10.0375,0.75,0.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8392107728207185,-4.7519774094441125,-1.9087191820331906,-59.686405060036265,-62.14831065017476,-1.978227591245663 
 01/30  03:00:00,-10.15,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.077014369752712,-4.925238490160867,-2.1643609556649253,-97.70048001312591,-90.45551961765204,-2.2517075415771393 
 01/30  04:00:00,-10.225,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.367909776307109,-5.129311279691443,-2.4436252798786438,-72.60974569797182,-79.13689950151912,-2.5193407834501778 
 01/30  05:00:00,-11.0625,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.594591402289272,-5.286309001780681,-2.6734654572236365,-77.89842202298938,-74.67361297592515,-2.7523395121580005 
 01/30  06:00:00,-11.0125,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.8266376579820465,-5.449402401989035,-2.896540142754254,-60.949206079090295,-65.21143950532311,-2.9664426275264617 
 01/30  07:00:00,-10.9125,0.625,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.045309535176895,-5.610375501492644,-3.1266510319795575,-84.90039639661842,-79.45953059019081,-3.2079925287822215 
 01/30  08:00:00,-11.787499999999998,2.25,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.043692727051585,-5.5656949277651115,-2.992778063844602,130.12021963552226,87.95242450355471,-2.9418634006376188 
 01/30  09:00:00,-9.45,1.75,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.367494034328592,-5.055043223182391,-2.256867157867698,248.28949005066914,250.82100128304054,-2.1462402814068047 
 01/30  10:00:00,-6.737499999999999,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6124705152711871,-4.526329106572346,-1.5503401672237649,231.72043720116537,231.16940127072547,-1.4882098191763427 
 01/30  11:00:00,-5.0375,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.870355042292119,-3.9994170886104947,-0.8293755880917303,236.88420812112145,235.2320079731705,-0.7883961338913417 
 01/30  12:00:00,-3.0250000000000004,1.0,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11720588987284569,-3.470720333206341,-0.08785783837800022,226.40824984288113,230.15133998254342,-0.058509786883154766 
 01/30  13:00:00,-0.825,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38353561982399276,-3.1437151272119617,0.33756633065472597,90.02504661413823,105.42904348806184,0.2915970414854592 
 01/30  14:00:00,1.0625,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7415542982110556,-2.8837432266336682,0.7296365069494206,151.80219726472092,138.5079761721124,0.7177187156877856 
 01/30  15:00:00,2.0125,0.375,0.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2662408073230422,-2.5287636333540995,1.2140027798491926,145.12494328673276,156.02299814106294,1.161764752375343 
 01/30  16:00:00,1.8875000000000002,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3765518281671498,-2.4906098433324324,1.1914319664367279,-100.67555746021387,-64.02867525606254,1.0063121047063062 
 01/30  17:00:00,-0.425,0.625,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7953488627758821,-2.8936338433337903,0.584741185189047,-255.3021594900548,-236.33937051153276,0.37413350760221215 
 01/30  18:00:00,-3.3875,0.375,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.29449272697047923,-3.6559787402965735,-0.5077924277814727,-369.82090876336184,-383.64905000123514,-0.7210921285924661 
 01/30  19:00:00,-4.4,1.25,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9656927920531668,-4.087661254625231,-1.0399119126222138,-103.83563005642087,-120.93717928814559,-1.1141310331912606 
 01/30  20:00:00,-6.5249999999999995,3.875,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.2589445753287876,-4.29740128885479,-1.3421499207227618,-105.07112251796029,-98.54920152242235,-1.4253552661167361 
 01/30  21:00:00,-5.674999999999999,2.5,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4771373007573971,-4.44150033675763,-1.5136629549445346,-11.650493566417481,-29.563937688219994,-1.550188609131672 
 01/30  22:00:00,-5.1499999999999995,3.5,2.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.5277700543174706,-4.489546231945188,-1.5821487368071707,-45.17700757605342,-33.72274525964514,-1.6365274192968704 
 01/30  23:00:00,-5.225,5.0,2.375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6939347243977787,-4.598502856924858,-1.7470666656564888,-48.53541683247356,-51.47189821347682,-1.800198606915199 
 01/30  24:00:00,-5.0,1.875,0.75,0.0,4.000000,0.0,,,,-0.8792646783192012,5.501658523635431,1.3163000334468251,6.745229876885055,-1.42289712912563,-3.0160074523919262,1.0907383033747504,6.6463171583249006,-1.7055461846839475,-7.035421529491142,0.9920416151844694,6.581019815669283,-1.4079958724590902,-2.6491586908050837,1.135848411439822,6.579170474160734,-1.1756031836701324,-1.167363467418614,1.1639572569930727,-1.4070962501726374,-6.2886160449065684,0.9437735777059609,7.636400455982656,-1.865022129137115,-4.726288961434847,-1.9272627724760927,-64.73764936767685,-61.06139757484796,-1.9895034158150708 
 01/31  01:00:00,-5.375,0.625,0.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.070156846457346,-4.876255389212066,-2.1298576408315486,-59.62498320380752,-61.86736464422272,-2.1895584352057504 
 01/31  02:00:00,-5.6,2.875,2.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1692237377379833,-4.93609546062408,-2.1959005039936907,1.1297967556198163,-7.40827607147897,-2.222577270249398 
 01/31  03:00:00,-5.9125,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2003566377806703,-4.963659749187123,-2.2442235317980375,-33.59044246330148,-25.772163323653754,-2.2880904258154047 
 01/31  04:00:00,-6.1,2.75,2.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.354787391683938,-5.078748554967678,-2.4114389006477692,-60.18546709918938,-58.01017759720861,-2.4680904096116 
 01/31  05:00:00,-7.4750000000000005,4.5,4.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.5483973546307785,-5.208801590028944,-2.6049831810447404,-58.95997141842885,-60.11422546792646,-2.661569007458702 
 01/31  06:00:00,-8.675,4.75,3.5,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.7642295036502906,-5.37052016507068,-2.834430931404367,-82.13707064838421,-78.13156099628321,-2.9046323591584446 
 01/31  07:00:00,-8.525000000000002,6.5,2.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.996134271190533,-5.539544407205952,-3.0546750061698678,-57.0004366748674,-62.45310590802061,-3.1132157411492027 
 01/31  08:00:00,-7.987500000000001,7.375,4.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.915870772558693,-5.447647122612684,-2.862216278122396,109.79212458383267,88.71741650653547,-2.808561783686099 
 01/31  09:00:00,-5.674999999999999,8.875,6.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4917981322808833,-5.113323223655396,-2.363050072864696,167.14230568257486,156.6880829075904,-2.234302013448509 
 01/31  10:00:00,-3.0250000000000004,9.375,6.75,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8194250765981512,-4.6234315653006295,-1.6967162377574978,243.18527156573464,239.19113568502587,-1.5740073989168446 
