Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 03/21  05:00:00,36545657.73145594,1597820222.8892183 
 03/21  06:00:00,88762776.67582561,1792791930.9599159 
 03/21  07:00:00,95873617.37480128,1792791930.9599159 
 03/21  08:00:00,258421268.91834202,1909491352.6412544 
 03/21  09:00:00,255377965.44577354,1909491352.6412544 
 03/21  10:00:00,255377965.44577354,1909491352.6412544 
 03/21  11:00:00,255377965.44577354,1909491352.6412544 
 03/21  12:00:00,127688982.72288677,1734442220.1192467 
 03/21  13:00:00,127688982.72288677,1734442220.1192467 
 03/21  14:00:00,127688982.72288677,1734442220.1192467 
 03/21  15:00:00,127688982.72288677,1734442220.1192467 
 03/21  16:00:00,127688982.72288677,1734442220.1192467 
 03/21  17:00:00,42578833.858231284,1676092509.2785773 
 03/21  18:00:00,43450490.44478294,1676092509.2785773 
 03/21  19:00:00,38153500.939257726,1597820222.8892183 
 03/21  20:00:00,36545657.73145594,1597820222.8892183 
 03/21  21:00:00,36545657.73145594,1597820222.8892183 
 03/21  22:00:00,36545657.73145594,1597820222.8892183 
 03/21  23:00:00,36545657.73145594,1597820222.8892183 
 03/21  24:00:00,36545657.73145594,1597820222.8892183 
 03/22  01:00:00,36545657.73145594,1597820222.8892183 
 03/22  02:00:00,36545657.73145594,1597820222.8892183 
 03/22  03:00:00,36545657.73145594,1597820222.8892183 
 03/22  04:00:00,36545657.73145594,1597820222.8892183 
 03/22  05:00:00,36545657.73145594,1597820222.8892183 
 03/22  06:00:00,47289767.18430585,1676092509.2785773 
 03/22  07:00:00,47879238.3267323,1676092509.2785773 
 03/22  08:00:00,43027785.77079257,1676092509.2785773 
 03/22  09:00:00,42559924.65578557,1676092509.2785773 
 03/22  10:00:00,42559924.65578557,1676092509.2785773 
 03/22  11:00:00,42559924.65578557,1676092509.2785773 
 03/22  12:00:00,42559924.65578557,1676092509.2785773 
 03/22  13:00:00,42559924.65578557,1676092509.2785773 
 03/22  14:00:00,42559924.65578557,1676092509.2785773 
 03/22  15:00:00,42559924.65578557,1676092509.2785773 
 03/22  16:00:00,42559924.65578557,1676092509.2785773 
 03/22  17:00:00,42561041.768501796,1676092509.2785773 
 03/22  18:00:00,35396348.024284415,1597820222.8892183 
 03/22  19:00:00,36471906.5512894,1597820222.8892183 
 03/22  20:00:00,36545657.73145594,1597820222.8892183 
 03/22  21:00:00,36545657.73145594,1597820222.8892183 
 03/22  22:00:00,36545657.73145594,1597820222.8892183 
 03/22  23:00:00,36545657.73145594,1597820222.8892183 
 03/22  24:00:00,36545657.73145594,1688428882.4407709 
 03/23  01:00:00,36545657.73145594,1688428882.4407709 
 03/23  02:00:00,36545657.73145594,1688428882.4407709 
 03/23  03:00:00,36545657.73145594,1688428882.4407709 
 03/23  04:00:00,36545657.73145594,1688428882.4407709 
 03/23  05:00:00,38137022.65685523,1688428882.4407709 
 03/23  06:00:00,88762776.67582561,1792791930.9599159 
 03/23  07:00:00,287857704.3049339,1792791930.9599159 
 03/23  08:00:00,771751684.5938191,2376289039.36661 
 03/23  09:00:00,766134049.2768176,2376289039.36661 
 03/23  10:00:00,766134049.2768176,2376289039.36661 
 03/23  11:00:00,766134049.2768176,2376289039.36661 
 03/23  12:00:00,766134049.2768176,2259589617.685271 
 03/23  13:00:00,766134049.2768176,2376289039.36661 
 03/23  14:00:00,766134049.2768176,2376289039.36661 
 03/23  15:00:00,766134049.2768176,2376289039.36661 
 03/23  16:00:00,766134049.2768176,2376289039.36661 
 03/23  17:00:00,425797436.92972517,1909491352.6412544 
 03/23  18:00:00,260358616.31136245,1792791930.9599159 
 03/23  19:00:00,290820402.3036505,1792791930.9599159 
 03/23  20:00:00,197765105.62937143,1792791930.9599159 
 03/23  21:00:00,197765105.62937143,1792791930.9599159 
 03/23  22:00:00,98887927.4796197,1792791930.9599159 
 03/23  23:00:00,49438589.07487582,1792791930.9599159 
 03/23  24:00:00,38694479.62202592,1688428882.4407709 
 03/24  01:00:00,36545657.73145594,1688428882.4407709 
 03/24  02:00:00,36545657.73145594,1688428882.4407709 
 03/24  03:00:00,36545657.73145594,1688428882.4407709 
 03/24  04:00:00,36545657.73145594,1688428882.4407709 
 03/24  05:00:00,38137022.65685523,1688428882.4407709 
 03/24  06:00:00,88762776.67582561,1792791930.9599159 
 03/24  07:00:00,287275729.296496,1792791930.9599159 
 03/24  08:00:00,773955538.4487867,2376289039.36661 
 03/24  09:00:00,766134049.2768176,2376289039.36661 
 03/24  10:00:00,766134049.2768176,2376289039.36661 
 03/24  11:00:00,766134049.2768176,2376289039.36661 
 03/24  12:00:00,766134049.2768176,2259589617.685271 
 03/24  13:00:00,766134049.2768176,2376289039.36661 
 03/24  14:00:00,766134049.2768176,2376289039.36661 
 03/24  15:00:00,766134049.2768176,2376289039.36661 
 03/24  16:00:00,766134049.2768176,2376289039.36661 
 03/24  17:00:00,425807402.5051836,1909491352.6412544 
 03/24  18:00:00,261039196.1233798,1792791930.9599159 
 03/24  19:00:00,291569247.2430727,1792791930.9599159 
 03/24  20:00:00,197765105.62937143,1792791930.9599159 
 03/24  21:00:00,197765105.62937143,1792791930.9599159 
 03/24  22:00:00,98887927.4796197,1792791930.9599159 
 03/24  23:00:00,49438589.07487582,1792791930.9599159 
 03/24  24:00:00,38694479.62202592,1688428882.4407709 
 03/25  01:00:00,36545657.73145594,1688428882.4407709 
 03/25  02:00:00,36545657.73145594,1688428882.4407709 
 03/25  03:00:00,36545657.73145594,1688428882.4407709 
 03/25  04:00:00,36545657.73145594,1688428882.4407709 
 03/25  05:00:00,38137022.65685523,1688428882.4407709 
 03/25  06:00:00,88762776.67582561,1792791930.9599159 
 03/25  07:00:00,287071896.5339807,1792791930.9599159 
 03/25  08:00:00,771734626.4198806,2376289039.36661 
 03/25  09:00:00,766134049.2768176,2376289039.36661 
 03/25  10:00:00,766134049.2768176,2376289039.36661 
 03/25  11:00:00,766134049.2768176,2376289039.36661 
 03/25  12:00:00,766134049.2768176,2259589617.685271 
 03/25  13:00:00,766134049.2768176,2376289039.36661 
 03/25  14:00:00,766134049.2768176,2376289039.36661 
 03/25  15:00:00,766134049.2768176,2376289039.36661 
 03/25  16:00:00,766134049.2768176,2376289039.36661 
 03/25  17:00:00,426752573.78533316,1909491352.6412544 
 03/25  18:00:00,262481770.45706683,1792791930.9599159 
 03/25  19:00:00,291627253.7498865,1792791930.9599159 
 03/25  20:00:00,197765105.62937143,1792791930.9599159 
 03/25  21:00:00,197765105.62937143,1792791930.9599159 
 03/25  22:00:00,98887927.4796197,1792791930.9599159 
 03/25  23:00:00,49438589.07487582,1792791930.9599159 
 03/25  24:00:00,38694479.62202592,1688428882.4407709 
 03/26  01:00:00,36545657.73145594,1688428882.4407709 
 03/26  02:00:00,36545657.73145594,1688428882.4407709 
 03/26  03:00:00,36545657.73145594,1688428882.4407709 
 03/26  04:00:00,36545657.73145594,1688428882.4407709 
 03/26  05:00:00,38137022.65685523,1688428882.4407709 
 03/26  06:00:00,88762776.67582561,1792791930.9599159 
 03/26  07:00:00,287033442.71302223,1792791930.9599159 
 03/26  08:00:00,771417953.376997,2376289039.36661 
 03/26  09:00:00,766134049.2768176,2376289039.36661 
 03/26  10:00:00,766134049.2768176,2376289039.36661 
 03/26  11:00:00,766134049.2768176,2376289039.36661 
 03/26  12:00:00,766134049.2768176,2259589617.685271 
 03/26  13:00:00,766134049.2768176,2376289039.36661 
 03/26  14:00:00,766134049.2768176,2376289039.36661 
 03/26  15:00:00,766134049.2768176,2376289039.36661 
 03/26  16:00:00,766134049.2768176,2376289039.36661 
 03/26  17:00:00,425748650.04490346,1909491352.6412544 
 03/26  18:00:00,259472841.80948228,1792791930.9599159 
 03/26  19:00:00,290465428.1466445,1792791930.9599159 
 03/26  20:00:00,197765105.62937143,1792791930.9599159 
 03/26  21:00:00,197765105.62937143,1792791930.9599159 
 03/26  22:00:00,98887927.4796197,1792791930.9599159 
 03/26  23:00:00,49438589.07487582,1792791930.9599159 
 03/26  24:00:00,38694479.62202592,1688428882.4407709 
 03/27  01:00:00,36545657.73145594,1688428882.4407709 
 03/27  02:00:00,36545657.73145594,1688428882.4407709 
 03/27  03:00:00,36545657.73145594,1688428882.4407709 
 03/27  04:00:00,36545657.73145594,1688428882.4407709 
 03/27  05:00:00,38137022.65685523,1688428882.4407709 
 03/27  06:00:00,88762776.67582561,1792791930.9599159 
 03/27  07:00:00,286971908.8457869,1792791930.9599159 
 03/27  08:00:00,770779627.2312286,2376289039.36661 
 03/27  09:00:00,766134049.2768176,2376289039.36661 
 03/27  10:00:00,766134049.2768176,2376289039.36661 
 03/27  11:00:00,766134049.2768176,2376289039.36661 
 03/27  12:00:00,766134049.2768176,2259589617.685271 
 03/27  13:00:00,766134049.2768176,2376289039.36661 
 03/27  14:00:00,766134049.2768176,2376289039.36661 
 03/27  15:00:00,766134049.2768176,2376289039.36661 
 03/27  16:00:00,767535556.5934407,2376289039.36661 
 03/27  17:00:00,430140210.15933275,1909491352.6412544 
 03/27  18:00:00,264512566.38643897,1792791930.9599159 
 03/27  19:00:00,292047474.74398774,1792791930.9599159 
 03/27  20:00:00,197765105.62937143,1792791930.9599159 
 03/27  21:00:00,197765105.62937143,1792791930.9599159 
 03/27  22:00:00,98887927.4796197,1792791930.9599159 
 03/27  23:00:00,49438589.07487582,1792791930.9599159 
 03/27  24:00:00,38694479.62202592,1597820222.8892183 
 03/28  01:00:00,36545657.73145594,1597820222.8892183 
 03/28  02:00:00,36545657.73145594,1597820222.8892183 
 03/28  03:00:00,36545657.73145594,1597820222.8892183 
 03/28  04:00:00,36545657.73145594,1597820222.8892183 
 03/28  05:00:00,36545657.73145594,1597820222.8892183 
 03/28  06:00:00,88762776.67582561,1792791930.9599159 
 03/28  07:00:00,93886224.31994523,1792791930.9599159 
 03/28  08:00:00,256779716.6317612,1909491352.6412544 
 03/28  09:00:00,255377965.44577354,1909491352.6412544 
 03/28  10:00:00,255377965.44577354,1909491352.6412544 
 03/28  11:00:00,255377965.44577354,1909491352.6412544 
 03/28  12:00:00,127688982.72288677,1734442220.1192467 
 03/28  13:00:00,127688982.72288677,1734442220.1192467 
 03/28  14:00:00,127688982.72288677,1734442220.1192467 
 03/28  15:00:00,127688982.72288677,1734442220.1192467 
 03/28  16:00:00,127688982.72288677,1734442220.1192467 
 03/28  17:00:00,42576147.930403456,1676092509.2785773 
 03/28  18:00:00,43110658.413417935,1676092509.2785773 
 03/28  19:00:00,38180217.302255146,1597820222.8892183 
 03/28  20:00:00,36545657.73145594,1597820222.8892183 
 03/28  21:00:00,36545657.73145594,1597820222.8892183 
 03/28  22:00:00,36545657.73145594,1597820222.8892183 
 03/28  23:00:00,36545657.73145594,1597820222.8892183 
 03/28  24:00:00,36545657.73145594,1597820222.8892183 
 03/29  01:00:00,36545657.73145594,1597820222.8892183 
 03/29  02:00:00,36545657.73145594,1597820222.8892183 
 03/29  03:00:00,36545657.73145594,1597820222.8892183 
 03/29  04:00:00,36545657.73145594,1597820222.8892183 
 03/29  05:00:00,36545657.73145594,1597820222.8892183 
 03/29  06:00:00,47289767.18430585,1676092509.2785773 
 03/29  07:00:00,46765187.05190939,1676092509.2785773 
 03/29  08:00:00,42770952.71554804,1676092509.2785773 
 03/29  09:00:00,42559924.65578557,1676092509.2785773 
 03/29  10:00:00,42559924.65578557,1676092509.2785773 
 03/29  11:00:00,42559924.65578557,1676092509.2785773 
 03/29  12:00:00,42559924.65578557,1676092509.2785773 
 03/29  13:00:00,42559924.65578557,1676092509.2785773 
 03/29  14:00:00,42559924.65578557,1676092509.2785773 
 03/29  15:00:00,42559924.65578557,1676092509.2785773 
 03/29  16:00:00,42559924.65578557,1676092509.2785773 
 03/29  17:00:00,42613082.10160731,1676092509.2785773 
 03/29  18:00:00,35798607.90265802,1597820222.8892183 
 03/29  19:00:00,36565250.9652685,1597820222.8892183 
 03/29  20:00:00,36545657.73145594,1597820222.8892183 
 03/29  21:00:00,36545657.73145594,1597820222.8892183 
 03/29  22:00:00,36545657.73145594,1597820222.8892183 
 03/29  23:00:00,36545657.73145594,1597820222.8892183 
 03/29  24:00:00,36545657.73145594,1688428882.4407709 
 03/30  01:00:00,36545657.73145594,1688428882.4407709 
 03/30  02:00:00,36545657.73145594,1688428882.4407709 
 03/30  03:00:00,36545657.73145594,1688428882.4407709 
 03/30  04:00:00,36545657.73145594,1688428882.4407709 
 03/30  05:00:00,38137022.65685523,1688428882.4407709 
 03/30  06:00:00,88762776.67582561,1792791930.9599159 
 03/30  07:00:00,279367288.0159564,1792791930.9599159 
 03/30  08:00:00,768606296.4030645,2376289039.36661 
 03/30  09:00:00,766134049.2768176,2376289039.36661 
 03/30  10:00:00,766134049.2768176,2376289039.36661 
 03/30  11:00:00,766134049.2768176,2376289039.36661 
 03/30  12:00:00,766134049.2768176,2259589617.685271 
 03/30  13:00:00,766134049.2768176,2376289039.36661 
 03/30  14:00:00,766134049.2768176,2376289039.36661 
 03/30  15:00:00,766134049.2768176,2376289039.36661 
 03/30  16:00:00,766134049.2768176,2376289039.36661 
 03/30  17:00:00,425638364.73486924,1909491352.6412544 
 03/30  18:00:00,259358934.6159402,1792791930.9599159 
 03/30  19:00:00,290205322.45487416,1792791930.9599159 
 03/30  20:00:00,197765105.62937143,1792791930.9599159 
 03/30  21:00:00,197765105.62937143,1792791930.9599159 
 03/30  22:00:00,98887927.4796197,1792791930.9599159 
 03/30  23:00:00,49438589.07487582,1792791930.9599159 
 03/30  24:00:00,38694479.62202592,1688428882.4407709 
 03/31  01:00:00,36545657.73145594,1688428882.4407709 
 03/31  02:00:00,36545657.73145594,1688428882.4407709 
 03/31  03:00:00,36545657.73145594,1688428882.4407709 
 03/31  04:00:00,36545657.73145594,1688428882.4407709 
 03/31  05:00:00,38137022.65685523,1688428882.4407709 
 03/31  06:00:00,88762776.67582561,1792791930.9599159 
 03/31  07:00:00,280154465.5739829,1792791930.9599159 
 03/31  08:00:00,769777895.8987987,2376289039.36661 
 03/31  09:00:00,766134049.2768176,2376289039.36661 
 03/31  10:00:00,766134049.2768176,2376289039.36661 
 03/31  11:00:00,766134049.2768176,2376289039.36661 
 03/31  12:00:00,766134049.2768176,2259589617.685271 
 03/31  13:00:00,766134049.2768176,2376289039.36661 
 03/31  14:00:00,766134049.2768176,2376289039.36661 
 03/31  15:00:00,766134049.2768176,2376289039.36661 
 03/31  16:00:00,766134049.2768176,2376289039.36661 
 03/31  17:00:00,425638095.1634856,1909491352.6412544 
 03/31  18:00:00,259580225.07978183,1792791930.9599159 
 03/31  19:00:00,290191646.88086516,1792791930.9599159 
 03/31  20:00:00,197765105.62937143,1792791930.9599159 
 03/31  21:00:00,197765105.62937143,1792791930.9599159 
 03/31  22:00:00,98887927.4796197,1792791930.9599159 
 03/31  23:00:00,49438589.07487582,1792791930.9599159 
 03/31  24:00:00,38694479.62202592,2114277911.0522914 
