Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly) 
 03/29  15:00:00,854451.5440340312 
 03/29  16:00:00,893677.0659400173 
 03/29  17:00:00,910420.1188430999 
 03/29  18:00:00,852685.6813175101 
 03/29  19:00:00,791191.8292940432 
 03/29  20:00:00,788442.2775959475 
 03/29  21:00:00,765204.913463228 
 03/29  22:00:00,742189.1127464195 
 03/29  23:00:00,723312.9523222265 
 03/29  24:00:00,734047.8893417093 
 03/30  01:00:00,733437.8695935154 
 03/30  02:00:00,732586.7906574435 
 03/30  03:00:00,730987.2176810512 
 03/30  04:00:00,735379.8885747675 
 03/30  05:00:00,786759.7098817932 
 03/30  06:00:00,993147.2762918496 
 03/30  07:00:00,1017369.6730522099 
 03/30  08:00:00,1350397.412265583 
 03/30  09:00:00,1376410.104709831 
 03/30  10:00:00,1392649.7721899447 
 03/30  11:00:00,1396791.3900837565 
 03/30  12:00:00,1341956.0921684904 
 03/30  13:00:00,1417014.7377205205 
 03/30  14:00:00,1444748.666696079 
 03/30  15:00:00,1497560.097382662 
 03/30  16:00:00,1563907.7956660849 
 03/30  17:00:00,1233199.337014422 
 03/30  18:00:00,1092237.7406255489 
 03/30  19:00:00,1065485.0099720967 
 03/30  20:00:00,1032189.4779329556 
 03/30  21:00:00,999610.8827835725 
 03/30  22:00:00,832722.9757589735 
 03/30  23:00:00,802931.2459156052 
 03/30  24:00:00,760450.3964833263 
 03/31  01:00:00,750751.2913406523 
 03/31  02:00:00,747300.1287007245 
 03/31  03:00:00,748803.7251860135 
 03/31  04:00:00,733584.3022337059 
 03/31  05:00:00,819382.4102760839 
 03/31  06:00:00,986918.6506372099 
 03/31  07:00:00,1015645.5326645589 
 03/31  08:00:00,1361689.6666136535 
 03/31  09:00:00,1361934.0538974893 
 03/31  10:00:00,1362351.359876917 
 03/31  11:00:00,1429188.7483291978 
 03/31  12:00:00,1360073.8466722367 
 03/31  13:00:00,1447460.3981372335 
 03/31  14:00:00,1436130.8905154737 
 03/31  15:00:00,1489073.5627591007 
 03/31  16:00:00,1550688.7870247513 
 03/31  17:00:00,1237657.3408804198 
 03/31  18:00:00,1111233.000992951 
 03/31  19:00:00,1071804.3171397692 
 03/31  20:00:00,1035774.6972282511 
 03/31  21:00:00,1003367.9960794486 
 03/31  22:00:00,834526.913833693 
 03/31  23:00:00,806512.8539205426 
 03/31  24:00:00,906370.4522806779 
