Date/Time,InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 02/12  11:00:00,42559924.65578557,1250243480.667057 
 02/12  12:00:00,42559924.65578557,1250243480.667057 
 02/12  13:00:00,42559924.65578557,1250243480.667057 
 02/12  14:00:00,42559924.65578557,1250243480.667057 
 02/12  15:00:00,42559924.65578557,1250243480.667057 
 02/12  16:00:00,42559924.65578557,1250243480.667057 
 02/12  17:00:00,42722629.15726255,1250243480.667057 
 02/12  18:00:00,44825047.73711656,1250243480.667057 
 02/12  19:00:00,38694479.62202592,1171971194.277698 
 02/12  20:00:00,36545657.73145594,1171971194.277698 
 02/12  21:00:00,36545657.73145594,1171971194.277698 
 02/12  22:00:00,36545657.73145594,1171971194.277698 
 02/12  23:00:00,36545657.73145594,1171971194.277698 
 02/12  24:00:00,36545657.73145594,1171971194.277698 
 02/13  01:00:00,36545657.73145594,1262579853.8292506 
 02/13  02:00:00,36545657.73145594,1262579853.8292506 
 02/13  03:00:00,36545657.73145594,1262579853.8292506 
 02/13  04:00:00,36545657.73145594,1262579853.8292506 
 02/13  05:00:00,36545657.73145594,1262579853.8292506 
 02/13  06:00:00,38137022.65685523,1262579853.8292506 
 02/13  07:00:00,88762776.67582561,1366942902.3483958 
 02/13  08:00:00,277540200.4315997,1366942902.3483958 
 02/13  09:00:00,771945453.3277448,1950440010.7550895 
 02/13  10:00:00,766152078.3248196,1950440010.7550895 
 02/13  11:00:00,766134049.2768176,1950440010.7550895 
 02/13  12:00:00,766134049.2768176,1950440010.7550895 
 02/13  13:00:00,766134049.2768176,1833740589.0737503 
 02/13  14:00:00,766134049.2768176,1950440010.7550895 
 02/13  15:00:00,766134049.2768176,1950440010.7550895 
 02/13  16:00:00,766134049.2768176,1950440010.7550895 
 02/13  17:00:00,770011436.3224399,1950440010.7550895 
 02/13  18:00:00,448483850.87528,1483642324.0297346 
 02/13  19:00:00,296653033.108991,1366942902.3483958 
 02/13  20:00:00,296653033.108991,1366942902.3483958 
 02/13  21:00:00,197765105.62937143,1366942902.3483958 
 02/13  22:00:00,197765105.62937143,1366942902.3483958 
 02/13  23:00:00,98887927.4796197,1366942902.3483958 
 02/13  24:00:00,49438589.07487582,1366942902.3483958 
 02/14  01:00:00,38694479.62202592,1262579853.8292506 
 02/14  02:00:00,36545657.73145594,1262579853.8292506 
 02/14  03:00:00,36545657.73145594,1262579853.8292506 
 02/14  04:00:00,36545657.73145594,1262579853.8292506 
 02/14  05:00:00,36545657.73145594,1262579853.8292506 
 02/14  06:00:00,38137022.65685523,1262579853.8292506 
 02/14  07:00:00,88762776.67582561,1366942902.3483958 
 02/14  08:00:00,275544223.4977471,1366942902.3483958 
 02/14  09:00:00,768830225.635287,1950440010.7550895 
 02/14  10:00:00,766134049.2768176,1950440010.7550895 
 02/14  11:00:00,766134049.2768176,1950440010.7550895 
 02/14  12:00:00,766134049.2768176,1950440010.7550895 
 02/14  13:00:00,766134049.2768176,1833740589.0737503 
 02/14  14:00:00,766134049.2768176,1950440010.7550895 
 02/14  15:00:00,766134049.2768176,1950440010.7550895 
 02/14  16:00:00,766134049.2768176,1950440010.7550895 
 02/14  17:00:00,768915519.816871,1950440010.7550895 
 02/14  18:00:00,446989967.89202243,1483642324.0297346 
 02/14  19:00:00,296653033.108991,1366942902.3483958 
 02/14  20:00:00,296653033.108991,1366942902.3483958 
 02/14  21:00:00,197765105.62937143,1366942902.3483958 
 02/14  22:00:00,197765105.62937143,1366942902.3483958 
 02/14  23:00:00,98887927.4796197,1366942902.3483958 
 02/14  24:00:00,49438589.07487582,1366942902.3483958 
 02/15  01:00:00,38694479.62202592,1262579853.8292506 
 02/15  02:00:00,36545657.73145594,1262579853.8292506 
 02/15  03:00:00,36545657.73145594,1262579853.8292506 
 02/15  04:00:00,36545657.73145594,1262579853.8292506 
 02/15  05:00:00,36545657.73145594,1262579853.8292506 
 02/15  06:00:00,38137022.65685523,1262579853.8292506 
 02/15  07:00:00,88762776.67582561,1366942902.3483958 
 02/15  08:00:00,274346921.49627733,1366942902.3483958 
 02/15  09:00:00,767284084.4053371,1950440010.7550895 
 02/15  10:00:00,766134049.2768176,1950440010.7550895 
 02/15  11:00:00,766134049.2768176,1950440010.7550895 
 02/15  12:00:00,766134049.2768176,1950440010.7550895 
 02/15  13:00:00,766134049.2768176,1833740589.0737503 
 02/15  14:00:00,766134049.2768176,1950440010.7550895 
 02/15  15:00:00,766134049.2768176,1950440010.7550895 
 02/15  16:00:00,766134049.2768176,1950440010.7550895 
 02/15  17:00:00,768081347.7994555,1950440010.7550895 
 02/15  18:00:00,443895649.13947785,1483642324.0297346 
 02/15  19:00:00,296653033.108991,1366942902.3483958 
 02/15  20:00:00,296653033.108991,1366942902.3483958 
 02/15  21:00:00,197765105.62937143,1366942902.3483958 
 02/15  22:00:00,197765105.62937143,1366942902.3483958 
 02/15  23:00:00,98887927.4796197,1366942902.3483958 
 02/15  24:00:00,49438589.07487582,1366942902.3483958 
 02/16  01:00:00,38694479.62202592,1262579853.8292506 
 02/16  02:00:00,36545657.73145594,1262579853.8292506 
 02/16  03:00:00,36545657.73145594,1262579853.8292506 
 02/16  04:00:00,36545657.73145594,1262579853.8292506 
 02/16  05:00:00,36545657.73145594,1262579853.8292506 
 02/16  06:00:00,38137022.65685523,1262579853.8292506 
 02/16  07:00:00,88762776.67582561,1366942902.3483958 
 02/16  08:00:00,274865031.08326495,1366942902.3483958 
 02/16  09:00:00,768166676.4287744,1950440010.7550895 
 02/16  10:00:00,766134049.2768176,1950440010.7550895 
 02/16  11:00:00,766134049.2768176,1950440010.7550895 
 02/16  12:00:00,766134049.2768176,1950440010.7550895 
 02/16  13:00:00,766134049.2768176,1833740589.0737503 
 02/16  14:00:00,766134049.2768176,1950440010.7550895 
 02/16  15:00:00,766134049.2768176,1950440010.7550895 
 02/16  16:00:00,766134049.2768176,1950440010.7550895 
 02/16  17:00:00,768637349.776275,1950440010.7550895 
 02/16  18:00:00,446086933.9794229,1483642324.0297346 
 02/16  19:00:00,296653033.108991,1366942902.3483958 
 02/16  20:00:00,296653033.108991,1366942902.3483958 
 02/16  21:00:00,197765105.62937143,1366942902.3483958 
 02/16  22:00:00,197765105.62937143,1366942902.3483958 
 02/16  23:00:00,98887927.4796197,1366942902.3483958 
 02/16  24:00:00,49438589.07487582,1366942902.3483958 
 02/17  01:00:00,38694479.62202592,1262579853.8292506 
 02/17  02:00:00,36545657.73145594,1262579853.8292506 
 02/17  03:00:00,36545657.73145594,1262579853.8292506 
 02/17  04:00:00,36545657.73145594,1262579853.8292506 
 02/17  05:00:00,36545657.73145594,1262579853.8292506 
 02/17  06:00:00,38137022.65685523,1262579853.8292506 
 02/17  07:00:00,88762776.67582561,1366942902.3483958 
 02/17  08:00:00,275644045.7817467,1366942902.3483958 
 02/17  09:00:00,769543237.3521862,1950440010.7550895 
 02/17  10:00:00,766134049.2768176,1950440010.7550895 
 02/17  11:00:00,766134049.2768176,1950440010.7550895 
 02/17  12:00:00,766134049.2768176,1950440010.7550895 
 02/17  13:00:00,766134049.2768176,1833740589.0737503 
 02/17  14:00:00,766134049.2768176,1950440010.7550895 
 02/17  15:00:00,766134049.2768176,1950440010.7550895 
 02/17  16:00:00,766134049.2768176,1950440010.7550895 
 02/17  17:00:00,768716202.8999581,1950440010.7550895 
 02/17  18:00:00,446600143.1344264,1483642324.0297346 
 02/17  19:00:00,296653033.108991,1366942902.3483958 
 02/17  20:00:00,296653033.108991,1366942902.3483958 
 02/17  21:00:00,197765105.62937143,1366942902.3483958 
 02/17  22:00:00,197765105.62937143,1366942902.3483958 
 02/17  23:00:00,98887927.4796197,1366942902.3483958 
 02/17  24:00:00,49438589.07487582,1366942902.3483958 
 02/18  01:00:00,38694479.62202592,1171971194.277698 
 02/18  02:00:00,36545657.73145594,1171971194.277698 
 02/18  03:00:00,36545657.73145594,1171971194.277698 
 02/18  04:00:00,36545657.73145594,1171971194.277698 
 02/18  05:00:00,36545657.73145594,1171971194.277698 
 02/18  06:00:00,36545657.73145594,1171971194.277698 
 02/18  07:00:00,88762776.67582561,1366942902.3483958 
 02/18  08:00:00,91874298.41416769,1366942902.3483958 
 02/18  09:00:00,256093533.8539247,1483642324.0297346 
 02/18  10:00:00,255377965.44577354,1483642324.0297346 
 02/18  11:00:00,255377965.44577354,1483642324.0297346 
 02/18  12:00:00,255377965.44577354,1483642324.0297346 
 02/18  13:00:00,127688982.72288677,1308593191.5077264 
 02/18  14:00:00,127688982.72288677,1308593191.5077264 
 02/18  15:00:00,127688982.72288677,1308593191.5077264 
 02/18  16:00:00,127688982.72288677,1308593191.5077264 
 02/18  17:00:00,128462779.18776028,1308593191.5077264 
 02/18  18:00:00,45636222.70001068,1250243480.667057 
 02/18  19:00:00,49438589.07487582,1250243480.667057 
 02/18  20:00:00,38694479.62202592,1171971194.277698 
 02/18  21:00:00,36545657.73145594,1171971194.277698 
 02/18  22:00:00,36545657.73145594,1171971194.277698 
 02/18  23:00:00,36545657.73145594,1171971194.277698 
 02/18  24:00:00,36545657.73145594,1171971194.277698 
 02/19  01:00:00,36545657.73145594,1171971194.277698 
 02/19  02:00:00,36545657.73145594,1171971194.277698 
 02/19  03:00:00,36545657.73145594,1171971194.277698 
 02/19  04:00:00,36545657.73145594,1171971194.277698 
 02/19  05:00:00,36545657.73145594,1171971194.277698 
 02/19  06:00:00,36545657.73145594,1171971194.277698 
 02/19  07:00:00,47289767.18430585,1250243480.667057 
 02/19  08:00:00,45936979.62656583,1250243480.667057 
 02/19  09:00:00,42693107.82981405,1250243480.667057 
 02/19  10:00:00,42559924.65578557,1250243480.667057 
 02/19  11:00:00,42559924.65578557,1250243480.667057 
 02/19  12:00:00,42559924.65578557,1250243480.667057 
 02/19  13:00:00,42559924.65578557,1250243480.667057 
 02/19  14:00:00,42559924.65578557,1250243480.667057 
 02/19  15:00:00,42559924.65578557,1250243480.667057 
 02/19  16:00:00,42559924.65578557,1250243480.667057 
 02/19  17:00:00,42671209.39592845,1250243480.667057 
 02/19  18:00:00,44617307.84432327,1250243480.667057 
 02/19  19:00:00,38406205.597170554,1171971194.277698 
 02/19  20:00:00,36545657.73145594,1171971194.277698 
 02/19  21:00:00,36545657.73145594,1171971194.277698 
 02/19  22:00:00,36545657.73145594,1171971194.277698 
 02/19  23:00:00,36545657.73145594,1171971194.277698 
 02/19  24:00:00,36545657.73145594,1171971194.277698 
 02/20  01:00:00,36545657.73145594,1171971194.277698 
 02/20  02:00:00,36545657.73145594,1171971194.277698 
 02/20  03:00:00,36545657.73145594,1171971194.277698 
 02/20  04:00:00,36545657.73145594,1171971194.277698 
 02/20  05:00:00,36545657.73145594,1171971194.277698 
 02/20  06:00:00,36545657.73145594,1171971194.277698 
 02/20  07:00:00,47289767.18430585,1250243480.667057 
 02/20  08:00:00,47629143.32375281,1250243480.667057 
 02/20  09:00:00,44352617.524574436,1250243480.667057 
 02/20  10:00:00,43151314.61682205,1250243480.667057 
 02/20  11:00:00,42811741.60258082,1250243480.667057 
 02/20  12:00:00,42559924.65578557,1250243480.667057 
 02/20  13:00:00,42559924.65578557,1250243480.667057 
 02/20  14:00:00,42559924.65578557,1250243480.667057 
 02/20  15:00:00,42559924.65578557,1250243480.667057 
 02/20  16:00:00,42559924.65578557,1250243480.667057 
 02/20  17:00:00,42724479.55634357,1250243480.667057 
 02/20  18:00:00,44550384.14352656,1250243480.667057 
 02/20  19:00:00,38385391.77942062,1171971194.277698 
 02/20  20:00:00,36545657.73145594,1171971194.277698 
 02/20  21:00:00,36545657.73145594,1171971194.277698 
 02/20  22:00:00,36545657.73145594,1171971194.277698 
 02/20  23:00:00,36545657.73145594,1171971194.277698 
 02/20  24:00:00,36545657.73145594,1171971194.277698 
 02/21  01:00:00,36545657.73145594,1262579853.8292506 
 02/21  02:00:00,36545657.73145594,1262579853.8292506 
 02/21  03:00:00,36545657.73145594,1262579853.8292506 
 02/21  04:00:00,36545657.73145594,1262579853.8292506 
 02/21  05:00:00,36545657.73145594,1262579853.8292506 
 02/21  06:00:00,38137022.65685523,1262579853.8292506 
 02/21  07:00:00,88762776.67582561,1366942902.3483958 
 02/21  08:00:00,273777876.81764495,1366942902.3483958 
 02/21  09:00:00,767810750.4294236,1950440010.7550895 
 02/21  10:00:00,766134049.2768176,1950440010.7550895 
 02/21  11:00:00,766134049.2768176,1950440010.7550895 
 02/21  12:00:00,766134049.2768176,1950440010.7550895 
 02/21  13:00:00,766134049.2768176,1833740589.0737503 
 02/21  14:00:00,766134049.2768176,1950440010.7550895 
 02/21  15:00:00,766134049.2768176,1950440010.7550895 
 02/21  16:00:00,766134049.2768176,1950440010.7550895 
 02/21  17:00:00,768100882.0194439,1950440010.7550895 
 02/21  18:00:00,443640024.8156762,1483642324.0297346 
 02/21  19:00:00,294596402.7584227,1366942902.3483958 
 02/21  20:00:00,296653033.108991,1366942902.3483958 
 02/21  21:00:00,197765105.62937143,1366942902.3483958 
 02/21  22:00:00,197765105.62937143,1366942902.3483958 
 02/21  23:00:00,98887927.4796197,1366942902.3483958 
 02/21  24:00:00,49438589.07487582,1366942902.3483958 
 02/22  01:00:00,38694479.62202592,1262579853.8292506 
 02/22  02:00:00,36545657.73145594,1262579853.8292506 
 02/22  03:00:00,36545657.73145594,1262579853.8292506 
 02/22  04:00:00,36545657.73145594,1262579853.8292506 
 02/22  05:00:00,36545657.73145594,1262579853.8292506 
 02/22  06:00:00,38137022.65685523,1262579853.8292506 
 02/22  07:00:00,88762776.67582561,1366942902.3483958 
 02/22  08:00:00,273549636.51455903,1366942902.3483958 
 02/22  09:00:00,767782697.3159509,1950440010.7550895 
 02/22  10:00:00,766134049.2768176,1950440010.7550895 
 02/22  11:00:00,766134049.2768176,1950440010.7550895 
 02/22  12:00:00,766134049.2768176,1950440010.7550895 
 02/22  13:00:00,766134049.2768176,1833740589.0737503 
 02/22  14:00:00,766134049.2768176,1950440010.7550895 
 02/22  15:00:00,766134049.2768176,1950440010.7550895 
 02/22  16:00:00,766134049.2768176,1950440010.7550895 
 02/22  17:00:00,767863638.9943027,1950440010.7550895 
 02/22  18:00:00,443293461.4355084,1483642324.0297346 
 02/22  19:00:00,294510578.3125231,1366942902.3483958 
 02/22  20:00:00,296653033.108991,1366942902.3483958 
 02/22  21:00:00,197765105.62937143,1366942902.3483958 
 02/22  22:00:00,197765105.62937143,1366942902.3483958 
 02/22  23:00:00,98887927.4796197,1366942902.3483958 
 02/22  24:00:00,49438589.07487582,1366942902.3483958 
 02/23  01:00:00,38694479.62202592,1262579853.8292506 
 02/23  02:00:00,36545657.73145594,1262579853.8292506 
 02/23  03:00:00,36545657.73145594,1262579853.8292506 
 02/23  04:00:00,36545657.73145594,1262579853.8292506 
 02/23  05:00:00,36545657.73145594,1262579853.8292506 
 02/23  06:00:00,38137022.65685523,1262579853.8292506 
 02/23  07:00:00,88762776.67582561,1366942902.3483958 
 02/23  08:00:00,273406696.5602304,1366942902.3483958 
 02/23  09:00:00,767690428.1921222,1950440010.7550895 
 02/23  10:00:00,766134049.2768176,1950440010.7550895 
 02/23  11:00:00,766134049.2768176,1950440010.7550895 
 02/23  12:00:00,766134049.2768176,1950440010.7550895 
 02/23  13:00:00,766134049.2768176,1833740589.0737503 
 02/23  14:00:00,766134049.2768176,1950440010.7550895 
 02/23  15:00:00,766134049.2768176,1950440010.7550895 
 02/23  16:00:00,766134049.2768176,1950440010.7550895 
 02/23  17:00:00,767827801.2410415,1950440010.7550895 
 02/23  18:00:00,442202746.18933046,1483642324.0297346 
 02/23  19:00:00,294437614.3185382,1366942902.3483958 
 02/23  20:00:00,296653033.108991,1366942902.3483958 
 02/23  21:00:00,197765105.62937143,1366942902.3483958 
 02/23  22:00:00,197765105.62937143,1366942902.3483958 
 02/23  23:00:00,98887927.4796197,1366942902.3483958 
 02/23  24:00:00,49438589.07487582,1366942902.3483958 
 02/24  01:00:00,38694479.62202592,1262579853.8292506 
 02/24  02:00:00,36545657.73145594,1262579853.8292506 
 02/24  03:00:00,36545657.73145594,1262579853.8292506 
 02/24  04:00:00,36545657.73145594,1262579853.8292506 
 02/24  05:00:00,36545657.73145594,1262579853.8292506 
 02/24  06:00:00,38137022.65685523,1262579853.8292506 
 02/24  07:00:00,88762776.67582561,1366942902.3483958 
 02/24  08:00:00,273289499.45475715,1366942902.3483958 
 02/24  09:00:00,767715353.5919282,1950440010.7550895 
 02/24  10:00:00,766134049.2768176,1950440010.7550895 
 02/24  11:00:00,766134049.2768176,1950440010.7550895 
 02/24  12:00:00,766134049.2768176,1950440010.7550895 
 02/24  13:00:00,766134049.2768176,1833740589.0737503 
 02/24  14:00:00,766134049.2768176,1950440010.7550895 
 02/24  15:00:00,766134049.2768176,1950440010.7550895 
 02/24  16:00:00,766134049.2768176,1950440010.7550895 
 02/24  17:00:00,767601460.4485899,1950440010.7550895 
 02/24  18:00:00,439976867.6643537,1483642324.0297346 
 02/24  19:00:00,294120245.522857,1366942902.3483958 
 02/24  20:00:00,296653033.108991,1366942902.3483958 
 02/24  21:00:00,197765105.62937143,1366942902.3483958 
 02/24  22:00:00,197765105.62937143,1366942902.3483958 
 02/24  23:00:00,98887927.4796197,1366942902.3483958 
 02/24  24:00:00,49438589.07487582,1366942902.3483958 
 02/25  01:00:00,38694479.62202592,1171971194.277698 
 02/25  02:00:00,36545657.73145594,1171971194.277698 
 02/25  03:00:00,36545657.73145594,1171971194.277698 
 02/25  04:00:00,36545657.73145594,1171971194.277698 
 02/25  05:00:00,36545657.73145594,1171971194.277698 
 02/25  06:00:00,36545657.73145594,1171971194.277698 
 02/25  07:00:00,88762776.67582561,1366942902.3483958 
 02/25  08:00:00,90918264.44739611,1366942902.3483958 
 02/25  09:00:00,255715350.1264572,1483642324.0297346 
 02/25  10:00:00,255377965.44577354,1483642324.0297346 
 02/25  11:00:00,255377965.44577354,1483642324.0297346 
 02/25  12:00:00,255377965.44577354,1483642324.0297346 
 02/25  13:00:00,127688982.72288677,1308593191.5077264 
 02/25  14:00:00,127688982.72288677,1308593191.5077264 
 02/25  15:00:00,127688982.72288677,1308593191.5077264 
 02/25  16:00:00,127688982.72288677,1308593191.5077264 
 02/25  17:00:00,127920783.56896834,1308593191.5077264 
 02/25  18:00:00,43965913.0347167,1250243480.667057 
 02/25  19:00:00,49023991.59815639,1250243480.667057 
 02/25  20:00:00,38694479.62202592,1171971194.277698 
 02/25  21:00:00,36545657.73145594,1171971194.277698 
 02/25  22:00:00,36545657.73145594,1171971194.277698 
 02/25  23:00:00,36545657.73145594,1171971194.277698 
 02/25  24:00:00,36545657.73145594,1171971194.277698 
 02/26  01:00:00,36545657.73145594,1171971194.277698 
 02/26  02:00:00,36545657.73145594,1171971194.277698 
 02/26  03:00:00,36545657.73145594,1171971194.277698 
 02/26  04:00:00,36545657.73145594,1171971194.277698 
 02/26  05:00:00,36545657.73145594,1171971194.277698 
 02/26  06:00:00,36545657.73145594,1171971194.277698 
 02/26  07:00:00,47289767.18430585,1250243480.667057 
 02/26  08:00:00,45478366.49556334,1250243480.667057 
 02/26  09:00:00,42617972.50382088,1250243480.667057 
 02/26  10:00:00,42559924.65578557,1250243480.667057 
 02/26  11:00:00,42559924.65578557,1250243480.667057 
 02/26  12:00:00,42559924.65578557,1250243480.667057 
 02/26  13:00:00,42559924.65578557,1250243480.667057 
 02/26  14:00:00,42559924.65578557,1250243480.667057 
 02/26  15:00:00,42559924.65578557,1250243480.667057 
 02/26  16:00:00,42559924.65578557,1250243480.667057 
 02/26  17:00:00,42639640.536041096,1250243480.667057 
 02/26  18:00:00,43992700.344748706,1250243480.667057 
 02/26  19:00:00,38396388.41280821,1171971194.277698 
 02/26  20:00:00,36545657.73145594,1171971194.277698 
 02/26  21:00:00,36545657.73145594,1171971194.277698 
 02/26  22:00:00,36545657.73145594,1171971194.277698 
 02/26  23:00:00,36545657.73145594,1171971194.277698 
 02/26  24:00:00,36545657.73145594,1171971194.277698 
 02/27  01:00:00,36545657.73145594,1262579853.8292506 
 02/27  02:00:00,36545657.73145594,1262579853.8292506 
 02/27  03:00:00,36545657.73145594,1262579853.8292506 
 02/27  04:00:00,36545657.73145594,1262579853.8292506 
 02/27  05:00:00,36545657.73145594,1262579853.8292506 
 02/27  06:00:00,38137022.65685523,1262579853.8292506 
 02/27  07:00:00,88762776.67582561,1366942902.3483958 
 02/27  08:00:00,272546136.5945964,1366942902.3483958 
 02/27  09:00:00,767490337.6930676,1950440010.7550895 
 02/27  10:00:00,766134049.2768176,1950440010.7550895 
 02/27  11:00:00,766134049.2768176,1950440010.7550895 
 02/27  12:00:00,766134049.2768176,1950440010.7550895 
 02/27  13:00:00,766134049.2768176,1833740589.0737503 
 02/27  14:00:00,766134049.2768176,1950440010.7550895 
 02/27  15:00:00,766134049.2768176,1950440010.7550895 
 02/27  16:00:00,766134049.2768176,1950440010.7550895 
 02/27  17:00:00,767532610.2094065,1950440010.7550895 
 02/27  18:00:00,440043794.5919676,1483642324.0297346 
 02/27  19:00:00,294115867.529935,1366942902.3483958 
 02/27  20:00:00,296653033.108991,1366942902.3483958 
 02/27  21:00:00,197765105.62937143,1366942902.3483958 
 02/27  22:00:00,197765105.62937143,1366942902.3483958 
 02/27  23:00:00,98887927.4796197,1366942902.3483958 
 02/27  24:00:00,49438589.07487582,1366942902.3483958 
 02/28  01:00:00,38694479.62202592,1262579853.8292506 
 02/28  02:00:00,36545657.73145594,1262579853.8292506 
 02/28  03:00:00,36545657.73145594,1262579853.8292506 
 02/28  04:00:00,36545657.73145594,1262579853.8292506 
 02/28  05:00:00,36545657.73145594,1262579853.8292506 
 02/28  06:00:00,38137022.65685523,1262579853.8292506 
 02/28  07:00:00,88762776.67582561,1366942902.3483958 
 02/28  08:00:00,272474068.44441015,1366942902.3483958 
 02/28  09:00:00,767192030.6006174,1950440010.7550895 
 02/28  10:00:00,766134049.2768176,1950440010.7550895 
 02/28  11:00:00,766134049.2768176,1950440010.7550895 
 02/28  12:00:00,766134049.2768176,1950440010.7550895 
 02/28  13:00:00,766134049.2768176,1833740589.0737503 
 02/28  14:00:00,766134049.2768176,1950440010.7550895 
 02/28  15:00:00,766134049.2768176,1950440010.7550895 
 02/28  16:00:00,766134049.2768176,1950440010.7550895 
 02/28  17:00:00,767511041.3873442,1950440010.7550895 
 02/28  18:00:00,439177496.06537014,1483642324.0297346 
 02/28  19:00:00,293805320.6204181,1366942902.3483958 
 02/28  20:00:00,296653033.108991,1366942902.3483958 
 02/28  21:00:00,197765105.62937143,1366942902.3483958 
 02/28  22:00:00,197765105.62937143,1366942902.3483958 
 02/28  23:00:00,98887927.4796197,1366942902.3483958 
 02/28  24:00:00,49438589.07487582,1366942902.3483958 
 03/01  01:00:00,38694479.62202592,1688428882.4407709 
 03/01  02:00:00,36545657.73145594,1688428882.4407709 
 03/01  03:00:00,36545657.73145594,1688428882.4407709 
 03/01  04:00:00,36545657.73145594,1688428882.4407709 
 03/01  05:00:00,36545657.73145594,1688428882.4407709 
 03/01  06:00:00,38137022.65685523,1688428882.4407709 
 03/01  07:00:00,88762776.67582561,1792791930.9599159 
 03/01  08:00:00,272371404.0508735,1792791930.9599159 
 03/01  09:00:00,767176459.173018,2376289039.36661 
 03/01  10:00:00,766134049.2768176,2376289039.36661 
 03/01  11:00:00,766134049.2768176,2376289039.36661 
 03/01  12:00:00,766134049.2768176,2376289039.36661 
 03/01  13:00:00,766134049.2768176,2259589617.685271 
 03/01  14:00:00,766134049.2768176,2376289039.36661 
 03/01  15:00:00,766134049.2768176,2376289039.36661 
 03/01  16:00:00,766134049.2768176,2376289039.36661 
 03/01  17:00:00,767627828.0899571,2376289039.36661 
 03/01  18:00:00,440002746.7341432,1909491352.6412544 
 03/01  19:00:00,294102426.09539795,1792791930.9599159 
 03/01  20:00:00,296653033.108991,1792791930.9599159 
 03/01  21:00:00,197765105.62937143,1792791930.9599159 
 03/01  22:00:00,197765105.62937143,1792791930.9599159 
 03/01  23:00:00,98887927.4796197,1792791930.9599159 
 03/01  24:00:00,49438589.07487582,1792791930.9599159 
 03/02  01:00:00,38694479.62202592,1688428882.4407709 
 03/02  02:00:00,36545657.73145594,1688428882.4407709 
 03/02  03:00:00,36545657.73145594,1688428882.4407709 
 03/02  04:00:00,36545657.73145594,1688428882.4407709 
 03/02  05:00:00,36545657.73145594,1688428882.4407709 
 03/02  06:00:00,38137022.65685523,1688428882.4407709 
 03/02  07:00:00,87779181.65765911,1792791930.9599159 
 03/02  08:00:00,265115691.50063437,1792791930.9599159 
 03/02  09:00:00,767635929.4732819,2376289039.36661 
 03/02  10:00:00,766134049.2768176,2376289039.36661 
 03/02  11:00:00,766134049.2768176,2376289039.36661 
 03/02  12:00:00,766134049.2768176,2376289039.36661 
 03/02  13:00:00,766134049.2768176,2259589617.685271 
 03/02  14:00:00,766134049.2768176,2376289039.36661 
 03/02  15:00:00,766134049.2768176,2376289039.36661 
 03/02  16:00:00,766134049.2768176,2376289039.36661 
 03/02  17:00:00,767575678.9555384,2376289039.36661 
 03/02  18:00:00,440054824.8395661,1909491352.6412544 
 03/02  19:00:00,293927076.1906074,1792791930.9599159 
 03/02  20:00:00,296653033.108991,1792791930.9599159 
 03/02  21:00:00,197765105.62937143,1792791930.9599159 
 03/02  22:00:00,197765105.62937143,1792791930.9599159 
 03/02  23:00:00,98887927.4796197,1792791930.9599159 
 03/02  24:00:00,49438589.07487582,1792791930.9599159 
 03/03  01:00:00,38694479.62202592,1688428882.4407709 
 03/03  02:00:00,36545657.73145594,1688428882.4407709 
 03/03  03:00:00,36545657.73145594,1688428882.4407709 
 03/03  04:00:00,36545657.73145594,1688428882.4407709 
 03/03  05:00:00,36545657.73145594,1688428882.4407709 
 03/03  06:00:00,38137022.65685523,1688428882.4407709 
 03/03  07:00:00,87156720.02621844,1792791930.9599159 
 03/03  08:00:00,264236297.29883692,1792791930.9599159 
 03/03  09:00:00,767200735.4969418,2376289039.36661 
 03/03  10:00:00,766134049.2768176,2376289039.36661 
 03/03  11:00:00,766134049.2768176,2376289039.36661 
 03/03  12:00:00,766134049.2768176,2376289039.36661 
 03/03  13:00:00,766134049.2768176,2259589617.685271 
 03/03  14:00:00,766134049.2768176,2376289039.36661 
 03/03  15:00:00,766134049.2768176,2376289039.36661 
 03/03  16:00:00,766134049.2768176,2376289039.36661 
 03/03  17:00:00,767223501.732425,2376289039.36661 
 03/03  18:00:00,438572077.2688823,1909491352.6412544 
 03/03  19:00:00,293780801.4549722,1792791930.9599159 
 03/03  20:00:00,296653033.108991,1792791930.9599159 
 03/03  21:00:00,197765105.62937143,1792791930.9599159 
 03/03  22:00:00,197765105.62937143,1792791930.9599159 
 03/03  23:00:00,98887927.4796197,1792791930.9599159 
 03/03  24:00:00,49438589.07487582,1792791930.9599159 
 03/04  01:00:00,38694479.62202592,1597820222.8892183 
 03/04  02:00:00,36545657.73145594,1597820222.8892183 
 03/04  03:00:00,36545657.73145594,1597820222.8892183 
 03/04  04:00:00,36545657.73145594,1597820222.8892183 
 03/04  05:00:00,36545657.73145594,1597820222.8892183 
 03/04  06:00:00,36545657.73145594,1597820222.8892183 
 03/04  07:00:00,87016487.07947384,1792791930.9599159 
 03/04  08:00:00,87317762.1168388,1792791930.9599159 
 03/04  09:00:00,255465624.50243396,1909491352.6412544 
 03/04  10:00:00,255377965.44577354,1909491352.6412544 
 03/04  11:00:00,255377965.44577354,1909491352.6412544 
 03/04  12:00:00,255377965.44577354,1909491352.6412544 
 03/04  13:00:00,127688982.72288677,1734442220.1192467 
 03/04  14:00:00,127688982.72288677,1734442220.1192467 
 03/04  15:00:00,127688982.72288677,1734442220.1192467 
 03/04  16:00:00,127688982.72288677,1734442220.1192467 
