Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly) 
 03/29  15:00:00,850199.7159880749 
 03/29  16:00:00,889474.7010359088 
 03/29  17:00:00,904459.3774339588 
 03/29  18:00:00,849780.3886411238 
 03/29  19:00:00,789774.909324491 
 03/29  20:00:00,787356.063762501 
 03/29  21:00:00,764119.69795038 
 03/29  22:00:00,741109.276426659 
 03/29  23:00:00,722240.7279566657 
 03/29  24:00:00,732980.6951161497 
 03/30  01:00:00,732377.4231859086 
 03/30  02:00:00,731531.0905487565 
 03/30  03:00:00,729937.2239380161 
 03/30  04:00:00,728758.7776518785 
 03/30  05:00:00,788586.6310403094 
 03/30  06:00:00,989659.1819769748 
 03/30  07:00:00,1013027.1124170204 
 03/30  08:00:00,1337263.5933137685 
 03/30  09:00:00,1349774.3639440539 
 03/30  10:00:00,1360625.1311567267 
 03/30  11:00:00,1397576.954749719 
 03/30  12:00:00,1340342.2549408064 
 03/30  13:00:00,1416079.4795738182 
 03/30  14:00:00,1427976.257484514 
 03/30  15:00:00,1438219.5012314254 
 03/30  16:00:00,1474106.0726196135 
 03/30  17:00:00,1221752.7214987346 
 03/30  18:00:00,1086535.5798476583 
 03/30  19:00:00,1056365.7139769355 
 03/30  20:00:00,1027969.9663609834 
 03/30  21:00:00,995045.7404036854 
 03/30  22:00:00,831245.330300188 
 03/30  23:00:00,801449.1863008649 
 03/30  24:00:00,758842.4308675723 
 03/31  01:00:00,749314.3480383643 
 03/31  02:00:00,745924.0792298197 
 03/31  03:00:00,747381.3613746712 
 03/31  04:00:00,732482.8936372013 
 03/31  05:00:00,816257.8159953789 
 03/31  06:00:00,983846.2965807166 
 03/31  07:00:00,1012744.8828046167 
 03/31  08:00:00,1345528.3212080507 
 03/31  09:00:00,1341193.3723524068 
 03/31  10:00:00,1325747.2210518888 
 03/31  11:00:00,1383389.0112576715 
 03/31  12:00:00,1330841.6710874892 
 03/31  13:00:00,1430518.1074196408 
 03/31  14:00:00,1452149.0985582431 
 03/31  15:00:00,1451196.206100153 
 03/31  16:00:00,1495499.7954182297 
 03/31  17:00:00,1249119.5625593062 
 03/31  18:00:00,1107154.953155771 
 03/31  19:00:00,1063078.4422227286 
 03/31  20:00:00,1031408.0941093542 
 03/31  21:00:00,999132.5394671677 
 03/31  22:00:00,833121.1765859601 
 03/31  23:00:00,804924.5718026798 
 03/31  24:00:00,904556.3579244699 
