Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](Hourly),Electricity:Facility [J](Hourly) 
 03/08  04:00:00,734869.5698574567,2645530451.486845 
 03/08  05:00:00,733565.975044645,2640837510.1607227 
 03/08  06:00:00,817032.2055585507,2941315940.0107822 
 03/08  07:00:00,973412.2864174176,3504284231.102703 
 03/08  08:00:00,1015978.832828961,3657523798.1842594 
 03/08  09:00:00,1420469.0606369947,5113688618.29318 
 03/08  10:00:00,1439114.3669080336,5180811720.86892 
 03/08  11:00:00,1425293.7462247584,5131057486.40913 
 03/08  12:00:00,1445711.6518114626,5204561946.521264 
 03/08  13:00:00,1365345.2273956425,4915242818.624314 
 03/08  14:00:00,1469771.9510757793,5291179023.872806 
 03/08  15:00:00,1492577.4124369083,5373278684.772869 
 03/08  16:00:00,1553232.0256082686,5591635292.189765 
 03/08  17:00:00,1589268.4295441268,5721366346.358856 
 03/08  18:00:00,1227575.5721162173,4419272059.6183815 
 03/08  19:00:00,1111253.5162766036,4000512658.5957713 
 03/08  20:00:00,1064440.973697624,3831987505.3114457 
 03/08  21:00:00,1025025.5056952037,3690091820.502733 
 03/08  22:00:00,996691.6388595965,3588089899.8945465 
 03/08  23:00:00,825602.2162991631,2972167978.6769867 
 03/08  24:00:00,801515.3744041534,2885455347.854953 
 03/09  01:00:00,741595.2277410341,2669742819.8677235 
 03/09  02:00:00,735879.9506891657,2649167822.4809976 
 03/09  03:00:00,735268.5613592347,2646966820.8932457 
 03/09  04:00:00,734087.8684511567,2642716326.424165 
 03/09  05:00:00,733504.6254747534,2640616651.709113 
 03/09  06:00:00,816681.8996791382,2940054838.8448973 
 03/09  07:00:00,967222.2156128756,3481999976.2063518 
 03/09  08:00:00,1007954.9022028364,3628637647.9302115 
 03/09  09:00:00,1409312.950063295,5073526620.227862 
 03/09  10:00:00,1443344.6585846709,5196040770.904815 
 03/09  11:00:00,1433579.9414814673,5160887789.3332815 
 03/09  12:00:00,1464877.4366825765,5273558772.057276 
 03/09  13:00:00,1391056.798882673,5007804475.977623 
 03/09  14:00:00,1499805.392549349,5399299413.177656 
 03/09  15:00:00,1512467.5616528054,5444883221.9501 
 03/09  16:00:00,1559772.6302632017,5615181468.947525 
 03/09  17:00:00,1618493.4250845367,5826576330.304331 
 03/09  18:00:00,1244227.5191484308,4479219068.93435 
 03/09  19:00:00,1126629.3270580212,4055865577.4088774 
 03/09  20:00:00,1079607.2087682437,3886585951.565676 
 03/09  21:00:00,1036282.4814233944,3730616933.12422 
 03/09  22:00:00,999344.0685974142,3597638646.9506907 
 03/09  23:00:00,829401.7804297154,2985846409.5469756 
 03/09  24:00:00,803294.9317603152,2891861754.337136 
 03/10  01:00:00,736190.0465312768,2650284167.512597 
 03/10  02:00:00,734425.2614254463,2643930941.131607 
 03/10  03:00:00,733794.8917510691,2641661610.303849 
 03/10  04:00:00,733004.697503156,2638816911.011363 
 03/10  05:00:00,731722.9989001615,2634202796.040581 
 03/10  06:00:00,811502.8302410021,2921410188.867608 
 03/10  07:00:00,968414.524919753,3486292289.7111106 
 03/10  08:00:00,1009275.7936229039,3633392857.0424533 
 03/10  09:00:00,1414877.7855183575,5093560027.866087 
 03/10  10:00:00,1449029.080906315,5216504691.262733 
 03/10  11:00:00,1430147.336871473,5148530412.7373 
 03/10  12:00:00,1447942.1180747368,5212591625.069052 
 03/10  13:00:00,1372059.844285086,4939415439.426311 
 03/10  14:00:00,1487154.6347018692,5353756684.926728 
 03/10  15:00:00,1517508.186180555,5463029470.249997 
 03/10  16:00:00,1556513.5524178147,5603448788.704135 
 03/10  17:00:00,1606606.8047475761,5783784497.091274 
 03/10  18:00:00,1228884.9735833725,4423985904.900142 
 03/10  19:00:00,1115473.6956586593,4015705304.371173 
 03/10  20:00:00,1073078.2527483532,3863081709.8940706 
 03/10  21:00:00,1027872.5895561859,3700341322.4022694 
 03/10  22:00:00,997265.2005519104,3590154721.9868774 
 03/10  23:00:00,825530.395873704,2971909425.145335 
 03/10  24:00:00,804565.0832146242,2896434299.572647 
 03/11  01:00:00,717652.2919152087,2583548250.894751 
 03/11  02:00:00,710876.3140801872,2559154730.688674 
 03/11  03:00:00,709677.391298023,2554838608.672883 
 03/11  04:00:00,708956.6979335826,2552244112.5608974 
 03/11  05:00:00,706979.701935781,2545126926.968812 
 03/11  06:00:00,784081.2171287638,2822692381.6635494 
 03/11  07:00:00,952360.8192415499,3428498949.269579 
 03/11  08:00:00,937419.6488495,3374710735.8582 
 03/11  09:00:00,1044629.0442099323,3760664559.155756 
 03/11  10:00:00,1029571.7816352984,3706458413.887074 
 03/11  11:00:00,1004523.6039522608,3616284974.228139 
 03/11  12:00:00,1029065.8021299684,3704636887.6678867 
 03/11  13:00:00,926106.8721506979,3333984739.742513 
 03/11  14:00:00,942243.2712504814,3392075776.5017323 
 03/11  15:00:00,947066.6924717273,3409440092.898218 
 03/11  16:00:00,953648.2139735509,3433133570.3047833 
 03/11  17:00:00,996008.2643548412,3585629751.677428 
 03/11  18:00:00,942200.3507447848,3391921262.681225 
 03/11  19:00:00,903256.0506865294,3251721782.471505 
 03/11  20:00:00,815312.2893746649,2935124241.748794 
 03/11  21:00:00,817890.6880612579,2944406477.0205297 
 03/11  22:00:00,790278.8829343504,2845003978.563662 
 03/11  23:00:00,756124.9026180273,2722049649.4248986 
 03/11  24:00:00,722955.9231552728,2602641323.3589826 
 03/12  01:00:00,708503.2685176175,2550611766.6634226 
 03/12  02:00:00,707694.8570701857,2547701485.452668 
 03/12  03:00:00,706923.6539987017,2544925154.395326 
 03/12  04:00:00,707219.3552615776,2545989678.9416795 
 03/12  05:00:00,724089.2882889524,2606721437.840229 
 03/12  06:00:00,819347.8319470602,2949652195.009417 
 03/12  07:00:00,820789.1984816878,2954841114.5340767 
 03/12  08:00:00,804043.9364034837,2894558171.0525417 
 03/12  09:00:00,817384.8676629971,2942585523.58679 
 03/12  10:00:00,810352.9370568193,2917270573.40455 
 03/12  11:00:00,811255.8977743784,2920521231.9877625 
 03/12  12:00:00,825787.7670600886,2972835961.4163184 
 03/12  13:00:00,824865.7627463788,2969516745.8869643 
 03/12  14:00:00,840949.9570304469,3027419845.3096085 
 03/12  15:00:00,839692.3490188069,3022892456.4677052 
 03/12  16:00:00,894414.38201568,3219891775.256448 
 03/12  17:00:00,922397.3548245816,3320630477.368495 
 03/12  18:00:00,900261.7266339468,3240942215.882209 
 03/12  19:00:00,881828.1528987092,3174581350.4353533 
 03/12  20:00:00,869699.44284436,3130917994.239695 
 03/12  21:00:00,823899.7438115113,2966039077.721441 
 03/12  22:00:00,768424.3853034689,2766327787.0924883 
 03/12  23:00:00,753854.4829792579,2713876138.7253294 
 03/12  24:00:00,759297.9111218286,2733472480.0385838 
 03/13  01:00:00,760675.4044892524,2738431456.1613092 
 03/13  02:00:00,749076.7723408067,2696676380.4269047 
 03/13  03:00:00,732377.2702266161,2636558172.8158183 
 03/13  04:00:00,731760.3940060191,2634337418.4216695 
 03/13  05:00:00,815843.6560879946,2937037161.916781 
 03/13  06:00:00,984508.1606669468,3544229378.4010077 
 03/13  07:00:00,1034886.7812512903,3725592412.5046453 
 03/13  08:00:00,1387582.338157743,4995296417.367875 
 03/13  09:00:00,1398853.1014965253,5035871165.387491 
 03/13  10:00:00,1409016.8790963658,5072460764.746918 
 03/13  11:00:00,1455860.7868840918,5241098832.78273 
 03/13  12:00:00,1373104.49285105,4943176174.263782 
 03/13  13:00:00,1513338.946462047,5448020207.263369 
 03/13  14:00:00,1518574.1717056774,5466867018.140437 
 03/13  15:00:00,1564386.7316802477,5631792234.048891 
 03/13  16:00:00,1662548.5574517918,5985174806.826449 
 03/13  17:00:00,1278810.4749284573,4603717709.742446 
 03/13  18:00:00,1131863.2213044774,4074707596.6961193 
 03/13  19:00:00,1093829.3422228938,3937785632.0024185 
 03/13  20:00:00,1050967.032731952,3783481317.8350267 
 03/13  21:00:00,1013259.1953967657,3647733103.428357 
 03/13  22:00:00,835406.8441144269,3007464638.8119373 
 03/13  23:00:00,808204.7772825309,2909537198.217112 
 03/13  24:00:00,757628.6257194583,2727463052.5900497 
 03/14  01:00:00,752238.0600794699,2708057016.286092 
 03/14  02:00:00,750462.0767634317,2701663476.3483543 
 03/14  03:00:00,749985.0443491106,2699946159.6567984 
 03/14  04:00:00,733772.0361741361,2641579330.2268906 
 03/14  05:00:00,821177.4283139436,2956238741.930197 
 03/14  06:00:00,992248.0153851538,3572092855.386553 
 03/14  07:00:00,1036696.160446588,3732106177.607716 
 03/14  08:00:00,1413679.457948425,5089246048.61433 
 03/14  09:00:00,1484927.1717578806,5345737818.32837 
 03/14  10:00:00,1503493.2856301544,5412575828.268555 
 03/14  11:00:00,1546907.6789838064,5568867644.3417015 
 03/14  12:00:00,1379146.9747808215,4964929109.210958 
 03/14  13:00:00,1519790.4526736785,5471245629.625242 
 03/14  14:00:00,1540985.9053965618,5547549259.427621 
 03/14  15:00:00,1583995.1344681445,5702382484.0853195 
 03/14  16:00:00,1649201.688089031,5937126077.120512 
 03/14  17:00:00,1286952.3144637037,4633028332.069333 
 03/14  18:00:00,1163901.5716350498,4190045657.8861794 
 03/14  19:00:00,1129318.1432947007,4065545315.860923 
 03/14  20:00:00,1086718.9240008863,3912188126.4031897 
 03/14  21:00:00,1040217.1926989122,3744781893.7160835 
 03/14  22:00:00,838626.8785185117,3019056762.666642 
 03/14  23:00:00,807283.2789531877,2906219804.231476 
 03/14  24:00:00,767296.8993877209,2762268837.795795 
 03/15  01:00:00,752430.4778010772,2708749720.0838785 
 03/15  02:00:00,759362.8756837482,2733706352.461493 
 03/15  03:00:00,752375.2940201848,2708551058.4726653 
 03/15  04:00:00,746490.4553916744,2687365639.410028 
 03/15  05:00:00,838781.2402967238,3019612465.0682063 
 03/15  06:00:00,1002088.7219258231,3607519398.9329634 
 03/15  07:00:00,1043689.2028423037,3757281130.232293 
 03/15  08:00:00,1459567.2288879745,5254442023.996708 
 03/15  09:00:00,1524468.840589767,5488087826.12316 
 03/15  10:00:00,1532465.744749848,5516876681.099455 
 03/15  11:00:00,1574839.4905004587,5669422165.801652 
 03/15  12:00:00,1422175.1594769703,5119830574.117094 
 03/15  13:00:00,1591914.1967706326,5730891108.374276 
 03/15  14:00:00,1569954.1041696519,5651834775.010745 
 03/15  15:00:00,1582351.7486957286,5696466295.304624 
 03/15  16:00:00,1662615.9243820466,5985417327.775367 
 03/15  17:00:00,1272654.4033157753,4581555851.93679 
 03/15  18:00:00,1137665.1533242303,4095594551.96723 
 03/15  19:00:00,1105905.1996680766,3981258718.805076 
 03/15  20:00:00,1062510.38047046,3825037369.6936564 
 03/15  21:00:00,1024789.6316291303,3689242673.8648686 
 03/15  22:00:00,839552.8080613754,3022390109.020952 
 03/15  23:00:00,807265.673578016,2906156424.8808565 
 03/15  24:00:00,763503.706975995,2748613345.1135817 
 03/16  01:00:00,753590.5056041311,2712925820.1748724 
 03/16  02:00:00,751496.7938886991,2705388457.999316 
 03/16  03:00:00,750731.1977632344,2702632311.9476438 
 03/16  04:00:00,749474.8117564331,2698109322.32316 
 03/16  05:00:00,829675.6946133748,2986832500.6081486 
 03/16  06:00:00,1001815.952158366,3606537427.7701178 
 03/16  07:00:00,1040701.3573288216,3746524886.3837576 
 03/16  08:00:00,1421849.64026226,5118658704.944136 
 03/16  09:00:00,1455802.6089125518,5240889392.085185 
 03/16  10:00:00,1484538.048508265,5344336974.629753 
 03/16  11:00:00,1571224.1417951155,5656406910.462416 
 03/16  12:00:00,1421942.0834451355,5118991500.402489 
 03/16  13:00:00,1587332.4069614608,5714396665.061259 
 03/16  14:00:00,1541309.7524199933,5548715108.711976 
 03/16  15:00:00,1555499.127936681,5599796860.572052 
 03/16  16:00:00,1645801.412253256,5924885084.111721 
 03/16  17:00:00,1278542.8452790137,4602754243.004451 
 03/16  18:00:00,1135896.6827285292,4089228057.822705 
 03/16  19:00:00,1098076.5473446767,3953075570.440836 
 03/16  20:00:00,1073403.8272597995,3864253778.135279 
 03/16  21:00:00,1033784.8332200471,3721625399.5921683 
 03/16  22:00:00,837408.4564580744,3014670443.2490683 
 03/16  23:00:00,809580.4472025825,2914489609.929297 
 03/16  24:00:00,757338.919599583,2726420110.5584993 
 03/17  01:00:00,754530.0657365466,2716308236.6515675 
 03/17  02:00:00,753650.1591411378,2713140572.908096 
 03/17  03:00:00,751974.7928830348,2707109254.3789253 
 03/17  04:00:00,750358.8645831632,2701291912.4993877 
 03/17  05:00:00,830166.7804227783,2988600409.5220013 
 03/17  06:00:00,1004836.5541333035,3617411594.879892 
 03/17  07:00:00,1047370.3085361328,3770533110.7300773 
 03/17  08:00:00,1447813.4115324009,5212128281.516643 
 03/17  09:00:00,1482221.1931758318,5335996295.432994 
 03/17  10:00:00,1520361.8769856251,5473302757.14825 
 03/17  11:00:00,1544534.2513622579,5560323304.904127 
 03/17  12:00:00,1382775.8275341315,4977992979.122875 
 03/17  13:00:00,1519359.7818534875,5469695214.672555 
 03/17  14:00:00,1561105.262075347,5619978943.47125 
 03/17  15:00:00,1613203.8475104806,5807533851.037729 
 03/17  16:00:00,1687468.83464141,6074887804.709076 
 03/17  17:00:00,1295503.0171345484,4663810861.684375 
 03/17  18:00:00,1176389.8758088246,4235003552.911768 
 03/17  19:00:00,1136018.504774471,4089666617.188096 
 03/17  20:00:00,1074553.2103569973,3868391557.2851906 
 03/17  21:00:00,1032052.6684823943,3715389606.536619 
 03/17  22:00:00,835898.876796212,3009235956.4663634 
 03/17  23:00:00,813333.473906645,2928000506.0639215 
 03/17  24:00:00,732794.9022022252,2638061647.928011 
 03/18  01:00:00,728830.7935968306,2623790856.9485893 
 03/18  02:00:00,732497.5351043107,2636991126.375519 
 03/18  03:00:00,720762.7434414314,2594745876.389153 
 03/18  04:00:00,725154.233219367,2610555239.5897217 
 03/18  05:00:00,797852.7108651573,2872269759.1145663 
 03/18  06:00:00,1000476.6405196963,3601715905.870907 
 03/18  07:00:00,983870.5994445229,3541934158.0002823 
 03/18  08:00:00,1058822.2729777733,3811760182.719984 
 03/18  09:00:00,1042065.1761691682,3751434634.209006 
 03/18  10:00:00,1022261.7608135178,3680142338.928664 
 03/18  11:00:00,1052397.1652303955,3788629794.829424 
 03/18  12:00:00,951766.6084473558,3426359790.4104805 
 03/18  13:00:00,975767.6537400932,3512763553.4643364 
 03/18  14:00:00,994086.7062684069,3578712142.5662656 
 03/18  15:00:00,1028306.8273737453,3701904578.5454826 
 03/18  16:00:00,1090378.1400939703,3925361304.3382926 
 03/18  17:00:00,991655.6401258573,3569960304.4530864 
 03/18  18:00:00,955134.4150207755,3438483894.074793 
 03/18  19:00:00,890119.4251680183,3204429930.604866 
 03/18  20:00:00,909050.6021840299,3272582167.862508 
 03/18  21:00:00,874026.1528255855,3146494150.1721077 
 03/18  22:00:00,829068.7935243318,2984647656.6875944 
 03/18  23:00:00,806954.429433479,2905035945.960524 
 03/18  24:00:00,742139.372931853,2671701742.5546713 
 03/19  01:00:00,735533.9390733453,2647922180.664043 
 03/19  02:00:00,738317.5136023663,2657943048.968519 
 03/19  03:00:00,734854.47833429,2645476122.003444 
 03/19  04:00:00,731079.8124338053,2631887324.761699 
 03/19  05:00:00,745133.0787104098,2682479083.3574753 
 03/19  06:00:00,840959.576097182,3027454473.9498553 
 03/19  07:00:00,840079.2219271311,3024285198.9376726 
 03/19  08:00:00,862519.8341951274,3105071403.102459 
 03/19  09:00:00,866716.7745480026,3120180388.37281 
 03/19  10:00:00,822466.4762881325,2960879314.6372776 
 03/19  11:00:00,840486.6752059907,3025752030.7415667 
 03/19  12:00:00,846927.6339598688,3048939482.255528 
 03/19  13:00:00,866889.645062801,3120802722.226085 
 03/19  14:00:00,864938.5616572424,3113778821.9660726 
 03/19  15:00:00,883179.3278461118,3179445580.246002 
 03/19  16:00:00,920209.4321967027,3312753955.908128 
 03/19  17:00:00,956528.8609121256,3443503899.283653 
 03/19  18:00:00,914018.6719067562,3290467218.864321 
 03/19  19:00:00,905794.2399137997,3260859263.6896787 
 03/19  20:00:00,912523.4181765752,3285084305.435671 
 03/19  21:00:00,914572.172451035,3292459820.823725 
 03/19  22:00:00,870501.9451972893,3133807002.710242 
 03/19  23:00:00,826430.6454462848,2975150323.606625 
 03/19  24:00:00,829846.4083005833,2987447069.882101 
 03/20  01:00:00,761762.5686166586,2742345247.019971 
 03/20  02:00:00,767524.8225193592,2763089361.069694 
 03/20  03:00:00,770872.1036788326,2775139573.2437973 
 03/20  04:00:00,773132.9318170258,2783278554.5412927 
 03/20  05:00:00,858243.4918468377,3089676570.6486154 
 03/20  06:00:00,1006693.0282525816,3624094901.7092934 
 03/20  07:00:00,1052897.1633840364,3790429788.1825314 
 03/20  08:00:00,1468011.6209141146,5284841835.290812 
 03/20  09:00:00,1491689.5366806441,5370082332.050319 
 03/20  10:00:00,1496349.201852388,5386857126.668596 
 03/20  11:00:00,1483048.6480422541,5338975132.952115 
 03/20  12:00:00,1363068.1948294048,4907045501.385858 
 03/20  13:00:00,1548389.4334659893,5574201960.477561 
 03/20  14:00:00,1582572.9418926316,5697262590.813474 
 03/20  15:00:00,1594315.4294141317,5739535545.890873 
 03/20  16:00:00,1610289.4031239494,5797041851.246217 
 03/20  17:00:00,1215715.800088335,4376576880.3180065 
 03/20  18:00:00,1086552.6220318282,3911589439.314581 
 03/20  19:00:00,1067050.3089807748,3841381112.330789 
 03/20  20:00:00,1023082.5129939956,3683097046.7783837 
 03/20  21:00:00,987311.2676200536,3554320563.432193 
 03/20  22:00:00,815867.7246171698,2937123808.6218123 
 03/20  23:00:00,783465.6840933963,2820476462.7362275 
 03/20  24:00:00,737493.2205707203,2654975594.054593 
 03/21  01:00:00,737203.9810023331,2653934331.6084 
 03/21  02:00:00,735802.4617416564,2648888862.2699633 
 03/21  03:00:00,734309.8799706061,2643515567.8941827 
 03/21  04:00:00,734874.3111765451,2645547520.235563 
 03/21  05:00:00,825190.7099799477,2970686555.9278116 
 03/21  06:00:00,988227.3227534477,3557618361.9124117 
 03/21  07:00:00,1029293.1865068121,3705455471.424524 
 03/21  08:00:00,1379760.7921588684,4967138851.771926 
 03/21  09:00:00,1411596.8127469402,5081748525.888985 
 03/21  10:00:00,1390508.3967665676,5005830228.359644 
 03/21  11:00:00,1436361.3357543007,5170900808.715483 
 03/21  12:00:00,1341925.7760491322,4830932793.776876 
 03/21  13:00:00,1510633.4135610193,5438280288.81967 
 03/21  14:00:00,1551156.083532634,5584161900.717481 
 03/21  15:00:00,1586129.5386618667,5710066339.182722 
 03/21  16:00:00,1636291.1608145284,5890648178.932302 
 03/21  17:00:00,1246358.6568407107,4486891164.626557 
 03/21  18:00:00,1115482.9914715681,4015738769.297645 
 03/21  19:00:00,1098341.1604424466,3954028177.5928073 
 03/21  20:00:00,1063982.7936475927,3830338057.1313324 
 03/21  21:00:00,1044234.0038622563,3759242413.904122 
 03/21  22:00:00,836430.3166385296,3011149139.8987074 
 03/21  23:00:00,806389.0618920171,2903000622.8112617 
 03/21  24:00:00,758160.2107125098,2729376758.565036 
 03/22  01:00:00,753420.6149544022,2712314213.8358483 
 03/22  02:00:00,752539.1357070281,2709140888.5453024 
 03/22  03:00:00,746464.1468176775,2687270928.543639 
 03/22  04:00:00,740684.3188835066,2666463547.980624 
 03/22  05:00:00,827337.7817025915,2978416014.1293287 
 03/22  06:00:00,1002360.8215121749,3608498957.4438295 
 03/22  07:00:00,1036037.5990329967,3729735356.518788 
 03/22  08:00:00,1444215.390652294,5199175406.348258 
 03/22  09:00:00,1446422.5028005715,5207121010.082058 
 03/22  10:00:00,1444223.675401108,5199205231.443989 
 03/22  11:00:00,1562534.9389985104,5625125780.394638 
 03/22  12:00:00,1417971.7929614137,5104698454.661089 
 03/22  13:00:00,1578902.5556210352,5684049200.235727 
 03/22  14:00:00,1550969.1760431984,5583489033.755515 
 03/22  15:00:00,1551906.8093845453,5586864513.784364 
 03/22  16:00:00,1628526.7918878042,5862696450.796097 
 03/22  17:00:00,1275412.9063146731,4591486462.732823 
 03/22  18:00:00,1144915.7666636966,4121696759.9893084 
 03/22  19:00:00,1102202.3749186657,3967928549.707196 
 03/22  20:00:00,1074270.3700132284,3867373332.047622 
 03/22  21:00:00,1021570.2401419961,3677652864.5111856 
 03/22  22:00:00,833018.3859990528,2998866189.5965905 
 03/22  23:00:00,804519.8607796878,2896271498.8068767 
 03/22  24:00:00,757799.355303727,2728077679.093417 
 03/23  01:00:00,754641.7344128531,2716710243.8862715 
 03/23  02:00:00,753699.5288903458,2713318304.0052457 
 03/23  03:00:00,752120.3364406638,2707633211.18639 
 03/23  04:00:00,749958.1903141319,2699849485.130875 
 03/23  05:00:00,824653.1922345483,2968751492.0443735 
 03/23  06:00:00,1004545.6313777077,3616364272.9597473 
 03/23  07:00:00,1045135.5374323167,3762487934.75634 
 03/23  08:00:00,1448995.3955795907,5216383424.086527 
 03/23  09:00:00,1485489.7035953288,5347762932.943184 
 03/23  10:00:00,1522038.334879373,5479338005.5657425 
 03/23  11:00:00,1574414.4754743213,5667892111.707556 
 03/23  12:00:00,1394208.13137698,5019149272.9571295 
 03/23  13:00:00,1559018.9770662088,5612468317.438352 
 03/23  14:00:00,1578303.1024611152,5681891168.860014 
 03/23  15:00:00,1598856.455341789,5755883239.23044 
 03/23  16:00:00,1672025.7618083095,6019292742.509914 
 03/23  17:00:00,1246420.047422868,4487112170.722324 
 03/23  18:00:00,1140796.749221225,4106868297.1964097 
 03/23  19:00:00,1116350.2931269074,4018861055.2568655 
 03/23  20:00:00,1076860.7022779288,3876698528.2005434 
 03/23  21:00:00,1035711.6975766062,3728562111.2757816 
 03/23  22:00:00,843174.5412479175,3035428348.492503 
 03/23  23:00:00,815269.4578800272,2934970048.3680983 
 03/23  24:00:00,763248.5550170679,2747694798.0614448 
 03/24  01:00:00,767015.8475989524,2761257051.3562293 
 03/24  02:00:00,751762.444654883,2706344800.7575793 
 03/24  03:00:00,762563.3537162967,2745228073.3786683 
 03/24  04:00:00,756749.1667503054,2724297000.3011 
 03/24  05:00:00,857302.1540680184,3086287754.644866 
 03/24  06:00:00,1017624.7372407345,3663449054.0666437 
 03/24  07:00:00,1056460.2784448813,3803257002.401573 
 03/24  08:00:00,1479155.640703514,5324960306.53265 
 03/24  09:00:00,1538564.870916838,5538833535.300617 
 03/24  10:00:00,1569608.122995715,5650589242.7845745 
 03/24  11:00:00,1626169.0309424845,5854208511.392943 
 03/24  12:00:00,1457631.7103941794,5247474157.419046 
 03/24  13:00:00,1606395.193365834,5783022696.1170025 
 03/24  14:00:00,1606034.2888884805,5781723439.998529 
 03/24  15:00:00,1630384.7585716199,5869385130.857831 
 03/24  16:00:00,1706954.6651713771,6145036794.616958 
 03/24  17:00:00,1321024.1847833083,4755687065.21991 
 03/24  18:00:00,1142800.8037515585,4114082893.5056105 
 03/24  19:00:00,1109932.3721684418,3995756539.8063903 
 03/24  20:00:00,1077001.9123661856,3877206884.5182686 
 03/24  21:00:00,1038942.2018232887,3740191926.5638394 
 03/24  22:00:00,843151.389935041,3035345003.766148 
 03/24  23:00:00,881079.6873256959,3171886874.372506 
 03/24  24:00:00,781943.365656119,2814996116.362028 
 03/25  01:00:00,743273.9475231753,2675786211.0834312 
 03/25  02:00:00,727400.9492764743,2618643417.3953075 
 03/25  03:00:00,734191.7508503193,2643090303.06115 
 03/25  04:00:00,733337.542158869,2640015151.7719283 
 03/25  05:00:00,830514.8528582606,2989853470.289738 
 03/25  06:00:00,1012652.0722297822,3645547460.0272155 
 03/25  07:00:00,990045.4688836854,3564163687.981268 
 03/25  08:00:00,1080850.8236942412,3891062965.299269 
 03/25  09:00:00,1074726.7453172088,3869016283.141952 
 03/25  10:00:00,1041892.1398277188,3750811703.3797874 
 03/25  11:00:00,1061181.1082775884,3820251989.7993193 
 03/25  12:00:00,962134.2998465985,3463683479.447755 
 03/25  13:00:00,986531.9696172395,3551515090.622062 
 03/25  14:00:00,986270.9024551107,3550575248.838398 
 03/25  15:00:00,974968.6876598028,3509887275.5752907 
 03/25  16:00:00,984636.3393184125,3544690821.546285 
 03/25  17:00:00,941385.337146337,3388987213.7268124 
 03/25  18:00:00,887668.8246772266,3195607768.8380156 
 03/25  19:00:00,802218.5497066891,2887986778.944082 
 03/25  20:00:00,808337.3133672867,2910014328.122232 
 03/25  21:00:00,785702.8705184557,2828530333.86644 
 03/25  22:00:00,762524.3950894981,2745087822.322193 
 03/25  23:00:00,731152.450514119,2632148821.850828 
 03/25  24:00:00,721669.6616339069,2598010781.8820653 
 03/26  01:00:00,711005.6311143689,2559620272.0117283 
 03/26  02:00:00,710980.0237748976,2559528085.589631 
 03/26  03:00:00,708938.7521607858,2552179507.778829 
 03/26  04:00:00,706889.051806862,2544800586.5047035 
 03/26  05:00:00,724922.2216664484,2609719997.9992146 
 03/26  06:00:00,821350.1613623822,2956860580.9045773 
 03/26  07:00:00,816367.7226022208,2938923801.3679953 
 03/26  08:00:00,828919.3443241087,2984109639.5667915 
 03/26  09:00:00,852035.9172852408,3067329302.2268677 
 03/26  10:00:00,825079.9559262801,2970287841.334609 
 03/26  11:00:00,819938.9579327038,2951780248.557734 
 03/26  12:00:00,835117.7241123207,3006423806.804354 
 03/26  13:00:00,829205.1741584438,2985138626.9703984 
 03/26  14:00:00,846259.4153540187,3046533895.2744675 
 03/26  15:00:00,838791.4668280105,3019649280.580839 
 03/26  16:00:00,899129.6940801995,3236866898.6887183 
 03/26  17:00:00,921164.7722204021,3316193179.9934497 
 03/26  18:00:00,906461.7798634861,3263262407.508551 
 03/26  19:00:00,879808.9179030774,3167312104.451078 
 03/26  20:00:00,897705.4458101297,3231739604.916467 
 03/26  21:00:00,861870.9619651645,3102735463.074592 
 03/26  22:00:00,821241.6548466356,2956469957.4478884 
 03/26  23:00:00,787223.2651373893,2834003754.4946012 
 03/26  24:00:00,765238.581908688,2754858894.8712773 
 03/27  01:00:00,760147.3275786316,2736530379.2830734 
 03/27  02:00:00,772525.0280307377,2781090100.9106555 
 03/27  03:00:00,763730.3151473193,2749429134.5303507 
 03/27  04:00:00,764899.1708188496,2753637014.947859 
 03/27  05:00:00,855532.074624824,3079915468.6493664 
 03/27  06:00:00,1011984.034131243,3643142522.8724747 
 03/27  07:00:00,1051096.0022688021,3783945608.1676865 
 03/27  08:00:00,1458849.399762315,5251857839.144334 
 03/27  09:00:00,1486942.2468865023,5352992088.791409 
 03/27  10:00:00,1489984.8776507608,5363945559.542738 
 03/27  11:00:00,1519994.776252818,5471981194.510145 
 03/27  12:00:00,1377336.735561685,4958412248.022068 
 03/27  13:00:00,1572031.7907904822,5659314446.8457365 
 03/27  14:00:00,1577188.3384569176,5677878018.444902 
 03/27  15:00:00,1542658.475002657,5553570510.009565 
 03/27  16:00:00,1555467.3183463684,5599682346.046927 
 03/27  17:00:00,1198813.518453779,4315728666.433604 
 03/27  18:00:00,1068144.343046493,3845319634.9673734 
 03/27  19:00:00,1040796.7732328157,3746868383.638137 
 03/27  20:00:00,1011028.7850751769,3639703626.270638 
 03/27  21:00:00,979243.2771589285,3525275797.7721415 
 03/27  22:00:00,812389.2424575872,2924601272.8473144 
 03/27  23:00:00,780529.9584427254,2809907850.3938117 
 03/27  24:00:00,735211.3809553297,2646760971.4391885 
 03/28  01:00:00,735109.4394410002,2646393981.9876018 
 03/28  02:00:00,734446.2070841393,2644006345.5029025 
 03/28  03:00:00,733172.5134308618,2639421048.351103 
 03/28  04:00:00,732536.2855698579,2637130628.0514894 
 03/28  05:00:00,823809.7900526872,2965715244.1896744 
 03/28  06:00:00,987263.6668534285,3554149200.6723437 
 03/28  07:00:00,1026548.2244732976,3695573608.103872 
 03/28  08:00:00,1402001.4344075043,5047205163.867014 
