Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 04/04  14:00:00,5991982947.420973,118356251.30399089 
 04/04  15:00:00,6119012636.820632,116848058.69549671 
 04/04  16:00:00,6323373787.063612,143224164.67851585 
 04/04  17:00:00,5232661836.137459,97554531.1430132 
 04/04  18:00:00,4775727741.778398,80921084.50477478 
 04/04  19:00:00,4633945001.999407,74763139.07494673 
 04/04  20:00:00,4482276721.129086,69516126.78616151 
 04/04  21:00:00,4313208325.862797,50904576.162970625 
 04/04  22:00:00,3589183834.133541,38461799.06268772 
 04/04  23:00:00,3476786379.6306243,40941304.09746033 
 04/04  24:00:00,3291598648.7583437,35338454.87483073 
 04/05  01:00:00,3305441400.450147,26211168.0 
 04/05  02:00:00,3277303588.9025006,26211168.0 
 04/05  03:00:00,3281565810.860812,26211168.0 
 04/05  04:00:00,3229804353.4381146,26211168.0 
 04/05  05:00:00,3513917707.1119423,26211168.0 
 04/05  06:00:00,4106341224.4882894,50877322.48111691 
 04/05  07:00:00,4212423959.4751444,79948155.93784873 
 04/05  08:00:00,5502800311.313885,118167827.26873906 
 04/05  09:00:00,5504914439.508181,135876540.62543792 
 04/05  10:00:00,5416112473.394415,122715032.62375362 
 04/05  11:00:00,5667661957.122301,163720081.89483052 
 04/05  12:00:00,5540446941.3993435,179343045.10949838 
 04/05  13:00:00,5817218491.985113,172674970.3087542 
 04/05  14:00:00,5896421639.518364,119083809.77195959 
 04/05  15:00:00,6076644885.528775,116759701.32367976 
 04/05  16:00:00,6278016894.432735,143032416.15869594 
 04/05  17:00:00,5173818701.5756035,97491125.48043339 
 04/05  18:00:00,4827722097.896758,80861816.05549654 
 04/05  19:00:00,4620018852.158254,65336576.76787719 
 04/05  20:00:00,4459537400.373839,79076861.8492387 
 04/05  21:00:00,4332275635.628048,51154385.587476484 
 04/05  22:00:00,3594686281.0997376,38285129.858015925 
 04/05  23:00:00,3628556352.136847,38386625.8658306 
 04/05  24:00:00,3295318652.710694,26211168.0 
 04/06  01:00:00,3307397514.563186,37892344.1442509 
 04/06  02:00:00,3279907412.4508653,26211168.0 
 04/06  03:00:00,3280600081.0089035,26211168.0 
 04/06  04:00:00,3233731875.7378206,26211168.0 
 04/06  05:00:00,3511000738.0884085,26211168.0 
 04/06  06:00:00,4102195631.801814,50967628.80067516 
 04/06  07:00:00,4208057316.859971,79819535.27492571 
 04/06  08:00:00,5506774544.054551,118039448.09755819 
 04/06  09:00:00,5520344221.856573,125512911.31336904 
 04/06  10:00:00,5561866699.317374,132813027.06307818 
 04/06  11:00:00,5814973021.327737,153802402.37288225 
 04/06  12:00:00,5607186178.26537,181007407.38459033 
 04/06  13:00:00,5896156754.720882,168940263.80899063 
 04/06  14:00:00,5942409762.371155,125061861.47940597 
 04/06  15:00:00,6214233509.742598,113825052.33090669 
 04/06  16:00:00,6411487799.207052,149675138.83007562 
 04/06  17:00:00,5206698092.7615795,97823508.11241269 
 04/06  18:00:00,4733261840.808508,80711558.88672721 
 04/06  19:00:00,4738691141.888544,65271472.74257751 
 04/06  20:00:00,4605324463.536898,79076995.90251075 
 04/06  21:00:00,4429223108.729442,43236805.32535488 
 04/06  22:00:00,3719831760.8726583,46291633.06189808 
 04/06  23:00:00,3758822104.608718,38440719.37558208 
 04/06  24:00:00,3478932197.0255384,26211168.0 
 04/07  01:00:00,3327711848.0490522,26211168.0 
 04/07  02:00:00,3291525300.4191475,26211168.0 
 04/07  03:00:00,3296895459.5658836,37892034.23655855 
 04/07  04:00:00,3265703107.618795,26211168.0 
 04/07  05:00:00,3577123539.4779744,26211168.0 
 04/07  06:00:00,4134263744.714114,38566867.14085341 
 04/07  07:00:00,4211750780.287428,79785845.57932253 
 04/07  08:00:00,5559524771.295776,118183346.94242513 
 04/07  09:00:00,5606629430.585168,136162679.89367026 
 04/07  10:00:00,5630384569.138915,131073872.43804567 
 04/07  11:00:00,5810562244.791143,153124290.4768619 
 04/07  12:00:00,5532631478.352002,178424042.77313474 
 04/07  13:00:00,6218204815.659335,173900164.18012932 
 04/07  14:00:00,6267862009.21775,117315071.02789392 
 04/07  15:00:00,6375949350.740955,116524391.8447253 
 04/07  16:00:00,6492559067.004913,142664847.28807515 
 04/07  17:00:00,5335962148.191542,97381600.44198012 
 04/07  18:00:00,4789070319.2376795,80802071.96341333 
 04/07  19:00:00,4869668750.701486,65319321.07573504 
 04/07  20:00:00,4669739260.125175,78918279.18214846 
 04/07  21:00:00,4626688480.06753,51121627.20837842 
 04/07  22:00:00,3895162207.350048,38341877.821112506 
 04/07  23:00:00,3792524917.562283,38412827.654853016 
 04/07  24:00:00,3616820051.8640275,26211168.0 
 04/08  01:00:00,3514742467.402713,37891956.85621194 
 04/08  02:00:00,3324530334.555979,26211168.0 
 04/08  03:00:00,3270311842.2766895,26211168.0 
 04/08  04:00:00,3188199760.0182266,26211168.0 
 04/08  05:00:00,3518701409.719421,26211168.0 
 04/08  06:00:00,4160670360.1701145,50870807.56729468 
 04/08  07:00:00,4032993075.938628,51505464.87326296 
 04/08  08:00:00,4406112478.286639,65193613.14488493 
 04/08  09:00:00,4386008996.100371,93889129.9131447 
 04/08  10:00:00,4281306025.8402967,68016312.55345118 
 04/08  11:00:00,4442748460.532404,94032909.95164968 
 04/08  12:00:00,4181032426.03886,80305333.80204764 
 04/08  13:00:00,4323450111.675385,79914769.6180767 
 04/08  14:00:00,4458454304.028195,65228673.13697664 
 04/08  15:00:00,4504819882.532537,64672808.772930354 
 04/08  16:00:00,4654943510.592188,64817516.77954768 
 04/08  17:00:00,4244765070.7450686,50910243.12458387 
 04/08  18:00:00,4098516687.905452,38650143.18488477 
 04/08  19:00:00,3879457649.5682845,51014420.51505167 
 04/08  20:00:00,4021804149.105225,38574360.061396554 
 04/08  21:00:00,3895876938.9992323,51050964.66988409 
 04/08  22:00:00,3882034888.6171427,50665699.58187656 
 04/08  23:00:00,3707307971.969288,38312243.37465927 
 04/08  24:00:00,3765670524.708996,26211168.0 
 04/09  01:00:00,3560582527.3357077,26211168.0 
 04/09  02:00:00,3514669690.2186794,26211168.0 
 04/09  03:00:00,3511756710.05173,26211168.0 
 04/09  04:00:00,3417230387.4271803,37893406.66464956 
 04/09  05:00:00,3474111275.6287827,26211168.0 
 04/09  06:00:00,3631436410.101963,38596978.23526276 
 04/09  07:00:00,3576968871.943616,38297189.598150104 
 04/09  08:00:00,3779864641.8976035,38301178.174396455 
 04/09  09:00:00,3656722791.0892677,38304358.96946645 
 04/09  10:00:00,3679377421.278824,38306406.6282998 
 04/09  11:00:00,3739894618.8270607,50850125.7750616 
 04/09  12:00:00,3776029947.448488,38522306.88871404 
 04/09  13:00:00,3780648767.7122507,51343777.70638235 
 04/09  14:00:00,3896409752.0599985,50622610.532323696 
 04/09  15:00:00,3873046167.549977,38397661.49467404 
 04/09  16:00:00,4121389778.5885725,38346559.19620462 
 04/09  17:00:00,4179923463.5052814,38392432.843910225 
 04/09  18:00:00,4111344504.627995,38383593.26180267 
 04/09  19:00:00,3972428472.725257,38386227.952950954 
 04/09  20:00:00,4036807250.145066,38287114.114002496 
 04/09  21:00:00,3897841889.7728934,38527063.48936559 
 04/09  22:00:00,3768079772.987774,38382709.941157386 
 04/09  23:00:00,3690671328.918664,38357306.71899624 
 04/09  24:00:00,3876921453.9044275,26211168.0 
 04/10  01:00:00,3619558912.9306607,26211168.0 
 04/10  02:00:00,3526649768.9748654,37891456.97984687 
 04/10  03:00:00,3474279036.9618335,26211168.0 
 04/10  04:00:00,3659679192.632208,26211168.0 
 04/10  05:00:00,3649438616.086973,26211168.0 
 04/10  06:00:00,4261768838.657468,50901856.221926466 
 04/10  07:00:00,4452609817.012553,73357188.89624353 
 04/10  08:00:00,5913489271.646932,124281392.48962258 
 04/10  09:00:00,5880681201.417377,121000643.74841669 
 04/10  10:00:00,5994855325.946724,137059297.86843008 
 04/10  11:00:00,6067546800.705932,145643315.99873185 
 04/10  12:00:00,5779835477.837289,177211250.9107197 
 04/10  13:00:00,6273667761.746979,172938075.3619896 
 04/10  14:00:00,6339612102.775489,116998845.44991462 
 04/10  15:00:00,6408208769.771434,116225489.14765562 
 04/10  16:00:00,6580349852.71263,142099430.90312234 
 04/10  17:00:00,5347895289.837095,97202884.58119175 
 04/10  18:00:00,4855526197.50705,80700009.75249508 
 04/10  19:00:00,4842595443.990201,65425110.82695861 
 04/10  20:00:00,4675085773.42975,78997305.27878994 
 04/10  21:00:00,4575136566.424364,49211886.70835887 
 04/10  22:00:00,3863787568.663823,40320597.309876636 
 04/10  23:00:00,3808601063.819311,38431971.93210699 
 04/10  24:00:00,3665128749.0961013,26211168.0 
 04/11  01:00:00,3551529530.2039747,26211168.0 
 04/11  02:00:00,3508680855.121569,26211168.0 
 04/11  03:00:00,3430010144.028313,37890887.20230557 
 04/11  04:00:00,3660751268.3429337,26211168.0 
 04/11  05:00:00,3630460095.92807,26211168.0 
 04/11  06:00:00,4251045211.8309717,38573805.988744065 
 04/11  07:00:00,4292809624.488895,79696080.9726042 
 04/11  08:00:00,5645353005.594349,117539625.33095837 
 04/11  09:00:00,5677083681.658703,135837164.5439882 
 04/11  10:00:00,5696875057.14465,121031370.84130874 
 04/11  11:00:00,5823730845.587385,157227702.38813904 
 04/11  12:00:00,5614216813.331556,176190307.14149904 
 04/11  13:00:00,6215258281.553479,164088667.62233746 
 04/11  14:00:00,6305116351.110638,119238542.46969453 
 04/11  15:00:00,6453308841.380474,111378380.49157003 
 04/11  16:00:00,6588101789.488892,141849925.9692633 
 04/11  17:00:00,5332623224.761514,97151420.26135124 
 04/11  18:00:00,4841048306.10676,93993988.1782066 
 04/11  19:00:00,4803074275.2802515,65534062.68257445 
 04/11  20:00:00,4674716476.775751,65754274.23584592 
 04/11  21:00:00,4524785053.834168,51032735.16340041 
 04/11  22:00:00,3865429233.977214,38361336.17174074 
 04/11  23:00:00,3780914158.3184648,43920498.871862635 
 04/11  24:00:00,3699018902.8359003,32506689.87110556 
 04/12  01:00:00,3558617972.9120965,26211168.0 
 04/12  02:00:00,3531866195.402631,26211168.0 
 04/12  03:00:00,3542932010.5861683,26211168.0 
 04/12  04:00:00,3653572465.907077,26211168.0 
 04/12  05:00:00,3691784813.092556,26211168.0 
 04/12  06:00:00,4362032541.490465,50880220.2838144 
 04/12  07:00:00,4486780266.981768,79651790.13578461 
 04/12  08:00:00,5824574302.355126,117395479.72932096 
 04/12  09:00:00,5787212648.934975,120048555.74300425 
 04/12  10:00:00,5737667149.675203,136618266.53885615 
 04/12  11:00:00,6023973176.966525,145145055.19173133 
 04/12  12:00:00,5750512792.223018,176436257.944234 
 04/12  13:00:00,6250776618.63912,172255005.0408538 
 04/12  14:00:00,6303542643.688572,117014667.22901183 
 04/12  15:00:00,6378551918.810451,116047128.95862967 
 04/12  16:00:00,6567700874.760507,141725350.11624923 
 04/12  17:00:00,5340309934.8129425,97085302.81521465 
 04/12  18:00:00,4939110484.716186,80602251.2648526 
 04/12  19:00:00,4821440260.647891,65298648.19668639 
 04/12  20:00:00,4677589443.674758,78938052.24898481 
 04/12  21:00:00,4663429076.111101,38540489.62168522 
 04/12  22:00:00,3905887575.8038692,50604190.863734215 
 04/12  23:00:00,3839947037.886967,38440789.61716877 
 04/12  24:00:00,3666848580.4549193,26211168.0 
 04/13  01:00:00,3688517506.987593,26211168.0 
 04/13  02:00:00,3625388969.892708,26211168.0 
 04/13  03:00:00,3524851626.439181,26211168.0 
 04/13  04:00:00,3645393893.8983717,37894252.254258655 
 04/13  05:00:00,3689419601.064595,26211168.0 
 04/13  06:00:00,4337485834.486458,38414769.137167476 
 04/13  07:00:00,4494599795.012196,79559912.18047641 
 04/13  08:00:00,5984302373.593086,117301214.7814474 
 04/13  09:00:00,5902133912.211775,129730556.63377248 
 04/13  10:00:00,6070040619.731125,126635450.28679846 
 04/13  11:00:00,6207753777.386862,144960572.58980575 
 04/13  12:00:00,5770730958.795869,175947478.39456096 
 04/13  13:00:00,6332756982.413404,171907846.56741884 
 04/13  14:00:00,6354890243.693155,117307433.6849634 
 04/13  15:00:00,6464016359.675445,116031624.1909422 
 04/13  16:00:00,6663570417.679485,141537262.50004447 
 04/13  17:00:00,5481147194.794811,97019338.72082889 
 04/13  18:00:00,4970516187.222284,80605637.6170026 
 04/13  19:00:00,4954671596.280307,65375920.70515348 
 04/13  20:00:00,4851152305.053192,78897359.46027087 
 04/13  21:00:00,4712590941.300825,38680062.94698172 
 04/13  22:00:00,3814348474.55544,50742776.450527936 
 04/13  23:00:00,3653095290.4232116,38412285.50657703 
 04/13  24:00:00,3327785612.897498,26211168.0 
 04/14  01:00:00,3335932568.248274,26211168.0 
 04/14  02:00:00,3302897470.0791407,26211168.0 
 04/14  03:00:00,3312807124.320384,26211168.0 
 04/14  04:00:00,3460261790.932472,37892597.896259196 
 04/14  05:00:00,3593182895.901696,26211168.0 
 04/14  06:00:00,4241187670.2305655,38519121.68970425 
 04/14  07:00:00,4308879871.605434,79534040.45999923 
 04/14  08:00:00,5832403552.636899,117190604.56573567 
 04/14  09:00:00,5876681519.112957,127592247.27910021 
 04/14  10:00:00,5755485036.108576,128499089.27501962 
 04/14  11:00:00,5992929621.081253,144649951.06185117 
 04/14  12:00:00,5509978949.550639,175722214.0569273 
 04/14  13:00:00,6133371915.61232,171586896.39444923 
 04/14  14:00:00,6227358266.918239,117000571.4383018 
 04/14  15:00:00,6321308525.164935,115869085.65915334 
 04/14  16:00:00,6488144746.810931,141352663.89929485 
 04/14  17:00:00,5214352175.102145,96964076.52044415 
 04/14  18:00:00,4802526032.218757,80431753.88676053 
 04/14  19:00:00,4648239682.636826,65007643.798204705 
 04/14  20:00:00,4450247280.470389,68653577.18398206 
 04/14  21:00:00,4341213464.898037,48138910.3265394 
 04/14  22:00:00,3629916232.417466,50451225.41412 
 04/14  23:00:00,3605994395.262169,38639034.82495106 
 04/14  24:00:00,3198287742.5087366,26211168.0 
 04/15  01:00:00,3211217699.038648,26211168.0 
 04/15  02:00:00,3191653076.107543,26211168.0 
 04/15  03:00:00,3205698633.9875116,26211168.0 
 04/15  04:00:00,3181806188.1809673,26211168.0 
 04/15  05:00:00,3509002773.5662847,37893138.44651376 
 04/15  06:00:00,4183594575.8261933,38529862.28758654 
 04/15  07:00:00,4082363698.5984645,61455446.54953772 
 04/15  08:00:00,4440611371.816701,68089408.92394131 
 04/15  09:00:00,4390781350.524102,80444729.58892192 
 04/15  10:00:00,4278249201.813733,74631753.69873333 
 04/15  11:00:00,4454510187.797657,86426058.86729181 
 04/15  12:00:00,4189852373.1770983,80142729.59753533 
 04/15  13:00:00,4286497802.942259,79678553.62628594 
 04/15  14:00:00,4350473234.209187,65168887.985711314 
 04/15  15:00:00,4481212935.399542,61436161.15793578 
 04/15  16:00:00,4719332177.313089,55570370.05256393 
 04/15  17:00:00,4198661674.988848,50861606.652715944 
 04/15  18:00:00,4042439277.3254232,50883201.49518265 
 04/15  19:00:00,3815338136.2686234,38548490.700130865 
 04/15  20:00:00,3926205622.8690243,50868439.581615165 
 04/15  21:00:00,3766743999.502316,51246083.45418153 
 04/15  22:00:00,3782168682.776838,38405263.32890616 
 04/15  23:00:00,3612045061.4913497,38437178.06964741 
 04/15  24:00:00,3626689029.5522547,26211168.0 
 04/16  01:00:00,3528377654.2351074,26211168.0 
 04/16  02:00:00,3463702507.8929043,37893543.63889384 
 04/16  03:00:00,3405193205.5676823,26211168.0 
 04/16  04:00:00,3226038492.153145,26211168.0 
 04/16  05:00:00,3258083458.6241136,26211168.0 
 04/16  06:00:00,3599488837.0175066,50943659.17237675 
 04/16  07:00:00,3670970603.3558016,38366063.222590685 
 04/16  08:00:00,3756187155.4693823,38336867.956950255 
 04/16  09:00:00,3725221566.7694902,38374222.144380495 
 04/16  10:00:00,3666806006.2674274,27682308.587195773 
 04/16  11:00:00,3775106862.49251,49023876.205419354 
 04/16  12:00:00,3714101581.5766068,38502640.10917571 
 04/16  13:00:00,3850446158.2914844,51243711.40908529 
 04/16  14:00:00,3855050368.901226,50810142.20058693 
 04/16  15:00:00,3957087125.262097,38393429.516757876 
 04/16  16:00:00,4120075237.1084394,38384928.19885552 
 04/16  17:00:00,4329314462.337479,34832477.40172732 
 04/16  18:00:00,4038869273.3254724,29766350.842401605 
 04/16  19:00:00,3996957772.436448,38186100.58703751 
 04/16  20:00:00,3995999230.9566016,38364697.4547949 
 04/16  21:00:00,3976186775.459907,50758295.96416457 
 04/16  22:00:00,3839948097.3509183,38352135.52845607 
 04/16  23:00:00,3792958929.73494,38337570.6514646 
 04/16  24:00:00,3769067747.3555565,26211168.0 
 04/17  01:00:00,3773672547.937044,26211168.0 
 04/17  02:00:00,3689727325.227736,26211168.0 
 04/17  03:00:00,3617096466.992684,37891971.885218725 
 04/17  04:00:00,3509783928.3054676,26211168.0 
 04/17  05:00:00,3641985612.285181,26211168.0 
 04/17  06:00:00,4251052442.9161563,38511776.38003445 
 04/17  07:00:00,4354514779.222169,79465078.37891072 
 04/17  08:00:00,5776177799.455988,116861070.06347361 
 04/17  09:00:00,5799863465.006532,122277494.5093819 
 04/17  10:00:00,5854747888.285806,132989770.26735973 
 04/17  11:00:00,6102685109.164143,144064734.09411877 
 04/17  12:00:00,5816326113.194561,174647438.81092086 
 04/17  13:00:00,6254802316.547953,170676836.81152943 
 04/17  14:00:00,6336406152.339923,116304891.43039456 
 04/17  15:00:00,6459541838.701935,105328782.50762974 
 04/17  16:00:00,6578414059.766341,137891868.51409307 
 04/17  17:00:00,5539170261.072346,94786893.45641455 
 04/17  18:00:00,4990595399.501049,80397600.28230172 
 04/17  19:00:00,5023337277.580809,77399357.59086095 
 04/17  20:00:00,4862411747.877329,66345761.47955333 
 04/17  21:00:00,4605823956.549599,50936827.091607496 
 04/17  22:00:00,3840115780.7234774,38287448.50669004 
 04/17  23:00:00,3780602958.952905,38433214.60221912 
 04/17  24:00:00,3614058190.6681404,26211168.0 
 04/18  01:00:00,3531609654.914775,26211168.0 
 04/18  02:00:00,3536548963.8996034,37893353.34169866 
 04/18  03:00:00,3454088374.8656297,26211168.0 
 04/18  04:00:00,3557884699.016422,26211168.0 
 04/18  05:00:00,3656446563.023821,26211168.0 
 04/18  06:00:00,4208716560.598185,50954097.73958743 
 04/18  07:00:00,4321848147.419156,66192204.42803101 
 04/18  08:00:00,5750082637.070745,116789337.58921434 
 04/18  09:00:00,5866737932.226177,133074579.91196689 
 04/18  10:00:00,5883322544.1929655,121862065.00351432 
 04/18  11:00:00,6106823884.388383,143778842.2574901 
 04/18  12:00:00,5973401006.681946,174284144.264106 
 04/18  13:00:00,6329637773.268362,170324930.44870257 
 04/18  14:00:00,6355398837.548203,116174869.19080083 
 04/18  15:00:00,6488758444.850237,111643180.70117587 
 04/18  16:00:00,6558545160.016697,136745356.85695398 
 04/18  17:00:00,5536433876.508458,89465245.19440134 
 04/18  18:00:00,4998611848.201996,84369175.18789877 
 04/18  19:00:00,5033445948.057754,74296541.74806507 
 04/18  20:00:00,4870887511.984776,65595550.33252475 
 04/18  21:00:00,4615368986.140933,50922377.40737488 
 04/18  22:00:00,3878721530.5486155,38281377.61003484 
 04/18  23:00:00,3778369682.48888,38439533.79224732 
 04/18  24:00:00,3599909974.074234,26211168.0 
 04/19  01:00:00,3516008118.371749,26211168.0 
 04/19  02:00:00,3561561212.1506643,37893675.145831436 
 04/19  03:00:00,3478458541.9344425,26211168.0 
 04/19  04:00:00,3571814869.809641,26211168.0 
 04/19  05:00:00,3612336120.470184,26211168.0 
 04/19  06:00:00,4172253157.783114,50951443.24402255 
 04/19  07:00:00,4316538115.19294,66163113.199660316 
 04/19  08:00:00,5822164180.832575,116674152.5689695 
 04/19  09:00:00,5878979986.264376,129704655.13376275 
 04/19  10:00:00,5758792018.542249,124981304.91171497 
 04/19  11:00:00,6107388449.775154,143608237.13041767 
 04/19  12:00:00,5858247375.052852,173931469.6512095 
 04/19  13:00:00,6324203632.972209,170036568.23473012 
 04/19  14:00:00,6355668448.306284,116105876.85114834 
 04/19  15:00:00,6500019479.909395,100557640.62893745 
 04/19  16:00:00,6549860787.871372,140309012.10934907 
 04/19  17:00:00,5477953328.359831,96663176.88435823 
 04/19  18:00:00,5033273285.975682,80424018.8852639 
 04/19  19:00:00,4853876323.883774,65103709.717376865 
 04/19  20:00:00,4694476501.75421,78728920.15072969 
 04/19  21:00:00,4592199018.863944,42370205.78456799 
 04/19  22:00:00,3835416195.182895,47037633.18514599 
 04/19  23:00:00,3757089244.049246,38425372.74420925 
 04/19  24:00:00,3589440454.186116,26211168.0 
 04/20  01:00:00,3514196902.590248,26211168.0 
 04/20  02:00:00,3561691814.74891,26211168.0 
 04/20  03:00:00,3482737195.9055777,26211168.0 
 04/20  04:00:00,3574488648.9661007,37894383.11375402 
 04/20  05:00:00,3627270147.8821635,26211168.0 
 04/20  06:00:00,4192328201.1958675,38377394.781195074 
 04/20  07:00:00,4328005815.496561,79339164.1725665 
 04/20  08:00:00,5804945082.83091,116538240.09850517 
 04/20  09:00:00,5933965750.814384,119036475.4673547 
 04/20  10:00:00,5982196896.2212925,134800628.79888043 
 04/20  11:00:00,6176576041.00975,144275256.98149812 
 04/20  12:00:00,5961217532.963809,173828504.90333265 
 04/20  13:00:00,6357142836.429075,155108272.35460225 
 04/20  14:00:00,6373223701.137729,113494711.89437683 
 04/20  15:00:00,6477041664.3414545,115262782.49136493 
 04/20  16:00:00,6597466145.998557,140230280.5859859 
 04/20  17:00:00,5543916862.024647,96628957.11450228 
 04/20  18:00:00,4959404328.540318,80204944.852619 
 04/20  19:00:00,4888534039.947279,64961569.471173435 
 04/20  20:00:00,4735330759.831694,65620584.35607225 
 04/20  21:00:00,4521624862.579062,50935073.458600596 
 04/20  22:00:00,3810734903.642457,38395184.1600597 
 04/20  23:00:00,3734095985.6865854,38405339.92599212 
 04/20  24:00:00,3606994698.419815,37893889.332527936 
 04/21  01:00:00,3493579207.5131016,26211168.0 
 04/21  02:00:00,3463146843.1270294,26211168.0 
 04/21  03:00:00,3483540150.3687444,26211168.0 
 04/21  04:00:00,3598756955.159169,26211168.0 
 04/21  05:00:00,3636442166.4293013,26211168.0 
 04/21  06:00:00,4193172797.3052096,50952912.048817396 
 04/21  07:00:00,4335640880.064434,75169621.35961898 
 04/21  08:00:00,5764210402.938922,111197316.13165398 
 04/21  09:00:00,5881561190.056836,129271337.13180079 
 04/21  10:00:00,5816742999.098127,119705654.66208386 
 04/21  11:00:00,5882948947.62722,143118952.05692 
 04/21  12:00:00,5664221899.650007,173226866.30038288 
 04/21  13:00:00,6045647284.394618,169377644.45987576 
 04/21  14:00:00,6129388962.172253,115877940.19358933 
 04/21  15:00:00,6295046351.652147,100403974.96707585 
 04/21  16:00:00,6486220973.65434,139916544.13469324 
 04/21  17:00:00,5228291200.968718,96536517.45511717 
 04/21  18:00:00,4824870820.966665,80259615.66645671 
 04/21  19:00:00,4672920320.726345,65166536.596980736 
 04/21  20:00:00,4633293965.886901,78666520.35588467 
 04/21  21:00:00,4574848886.558099,38469857.53544497 
 04/21  22:00:00,3707920487.749894,49929811.13854447 
 04/21  23:00:00,3725910242.1097193,39021327.48204309 
 04/21  24:00:00,3292580765.4893174,26211168.0 
 04/22  01:00:00,3320287534.3355746,26211168.0 
 04/22  02:00:00,3194641819.9939666,26211168.0 
 04/22  03:00:00,3205513476.3344793,26211168.0 
 04/22  04:00:00,3185276448.054305,26211168.0 
 04/22  05:00:00,3562011183.0643077,37895314.762510166 
 04/22  06:00:00,4225311583.8496065,38549652.14631787 
 04/22  07:00:00,4084400328.2826214,51366535.51607874 
 04/22  08:00:00,4397279828.797557,64819567.275996044 
 04/22  09:00:00,4277549248.3378334,80090308.35854152 
 04/22  10:00:00,4216439278.477768,79452315.69186282 
 04/22  11:00:00,4350041069.047909,83499841.1548589 
 04/22  12:00:00,3990509581.0053387,77371645.29663914 
 04/22  13:00:00,4052237233.0194616,79471845.66043523 
 04/22  14:00:00,4117841390.875082,65227927.80804082 
 04/22  15:00:00,4260779219.516738,64467751.95956515 
 04/22  16:00:00,4387375914.491559,64878050.52427403 
 04/22  17:00:00,4029077810.242408,38516982.49608177 
 04/22  18:00:00,3901381473.7451024,50719128.90567047 
 04/22  19:00:00,3694885862.6750984,38372714.4444252 
 04/22  20:00:00,3868470376.2545185,50886678.46940439 
 04/22  21:00:00,3739570385.342843,51200700.8149406 
 04/22  22:00:00,3667417893.7804594,38409241.91267864 
 04/22  23:00:00,3455091764.5645347,38318552.765105374 
 04/22  24:00:00,3371055757.5655303,26211168.0 
 04/23  01:00:00,3301285432.8211184,26211168.0 
 04/23  02:00:00,3257274874.37616,26211168.0 
 04/23  03:00:00,3188362816.328055,37893586.226177335 
 04/23  04:00:00,3206692148.2062807,26211168.0 
 04/23  05:00:00,3254513408.513776,26211168.0 
 04/23  06:00:00,3598574498.871971,38447147.99843996 
 04/23  07:00:00,3588377307.555827,38215219.188065656 
 04/23  08:00:00,3799021464.906014,38342812.616299555 
 04/23  09:00:00,3670893757.1442103,38310361.987843275 
 04/23  10:00:00,3647174643.525221,38159910.053996 
 04/23  11:00:00,3630041980.9231024,50761716.77614029 
 04/23  12:00:00,3698255809.574563,38479056.01425364 
 04/23  13:00:00,3689477291.356966,51231504.15078083 
 04/23  14:00:00,3793933478.836214,38495502.889912866 
 04/23  15:00:00,3742712658.6863422,38369711.57617516 
 04/23  16:00:00,4008116495.459834,38353621.51390734 
 04/23  17:00:00,4091383695.9969254,38368839.8777306 
 04/23  18:00:00,4039184103.7478642,38371902.17613199 
 04/23  19:00:00,3845728923.1408806,38117780.784663394 
 04/23  20:00:00,3963793577.9585404,38356687.55526303 
 04/23  21:00:00,3852421971.0802913,38549219.73469727 
 04/23  22:00:00,3799739558.832287,38396114.74664171 
 04/23  23:00:00,3664404641.5015955,38347675.10704483 
 04/23  24:00:00,3767694974.0940714,37892913.28435233 
 04/24  01:00:00,3679771334.724393,26211168.0 
 04/24  02:00:00,3724404784.6370125,26211168.0 
 04/24  03:00:00,3575308866.8096256,26211168.0 
 04/24  04:00:00,3611936489.0460396,26211168.0 
 04/24  05:00:00,3740329422.8266287,26211168.0 
 04/24  06:00:00,4407002893.367434,50706528.83934605 
 04/24  07:00:00,4391903181.937558,66097570.65918265 
 04/24  08:00:00,5991126938.179817,116138578.93935539 
 04/24  09:00:00,6279543302.253289,124074500.93291026 
 04/24  10:00:00,6310188799.029765,129263483.40013878 
 04/24  11:00:00,6339755236.849821,142645380.35176408 
 04/24  12:00:00,6045067165.05127,172349238.70697707 
 04/24  13:00:00,6465553498.3586445,154047330.50639987 
 04/24  14:00:00,6495300444.363332,113035823.78934202 
 04/24  15:00:00,6640684694.24542,114900258.35828681 
 04/24  16:00:00,6761974563.537447,139520245.99892688 
 04/24  17:00:00,5643293016.256209,87185580.70970273 
 04/24  18:00:00,5064424770.901986,80438740.50057413 
 04/24  19:00:00,4946984959.347287,68144561.42486902 
 04/24  20:00:00,4904814324.360881,70612138.46393648 
 04/24  21:00:00,4892335755.557039,50869436.43795255 
 04/24  22:00:00,4021351141.6329484,38410537.9077395 
 04/24  23:00:00,4045280401.155732,38413319.34737497 
 04/24  24:00:00,3934235508.3695354,26211168.0 
 04/25  01:00:00,3777495550.027825,26211168.0 
 04/25  02:00:00,3817285862.3093233,26211168.0 
 04/25  03:00:00,3671820048.4634876,26211168.0 
 04/25  04:00:00,3860121220.1789727,37892146.91662 
 04/25  05:00:00,3840441876.99822,26211168.0 
 04/25  06:00:00,4456246228.385915,38589762.87459535 
 04/25  07:00:00,4575334873.7158,79201796.36300088 
 04/25  08:00:00,6034747967.566244,116013232.02949692 
 04/25  09:00:00,6358643569.245886,118385016.69855747 
